"lakeid","year4","daynum","sampledate","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","start.date.group","event_index","period"
"T",2013,191,2013-07-10,"Nauplii",791.995542071698,0.148277777777778,0.816341052308037,0.11984711325,11204.444926885,93489.4852537048,0.0763193047717461,10.93118795,2014-08-15,30,"before"
"T",2013,184,2013-07-03,"Bosmina longirostris",359.465869835567,0.243888888888889,0.448498111636053,0.0827637966666667,5085.40178285852,61444.7619330479,0.0275578596968988,5.966252714,2014-08-15,29,"before"
"T",2013,184,2013-07-03,"Cyclopoid",394.80903689374,0.350266666666667,0.691172620242383,0.1414484125,5585.40531546571,39487.2251780536,0.0272924888924163,5.966252714,2014-08-15,29,"before"
"T",2013,184,2013-07-03,"Diaphanosoma birgei",16.3785408318364,0.450333333333333,0.539787477236364,0.0986319874,231.708954135041,2349.2272663568,0.00126808345956162,5.966252714,2014-08-15,29,"before"
"T",2013,184,2013-07-03,"Nauplii",776.687646814978,0.156222222222222,0.835684686570206,0.11984711325,10987.8825092459,91682.4962343919,0.0766176581296119,5.966252714,2014-08-15,29,"before"
"L",2019,211,2019-07-30,"Cyclopoid",223.5625,0.40723,0.234700811187854,0.221882997777778,3162.76239688727,14254.1899494925,0.00334546994397166,5.42477551671105,2014-08-15,28,"before"
"L",2019,211,2019-07-30,"Calanoid",15.4181034482759,0.776096923076923,0.726110395660704,0.119340016222222,218.121544612915,1827.73181634862,0.00132713507233055,5.42477551671105,2014-08-15,28,"before"
"L",2019,211,2019-07-30,"Mesocyclops edax",34.6907327586207,1.18019733333333,3.6247141326914,0.169252581333333,490.77347537906,2899.65134660198,0.0105104072159058,5.42477551671105,2014-08-15,28,"before"
"L",2019,211,2019-07-30,"Holopedium gibberum",134.908405172414,0.332751333333333,0.220481557183745,0.181128487363636,1908.56351536301,10537.0698068678,0.00232322955917205,5.42477551671105,2014-08-15,28,"before"
"L",2019,211,2019-07-30,"Daphnia",88.6540948275862,1.37193133333333,6.00188973401471,0.1437983365,1254.19888152426,8721.92900176049,0.0523480561364715,5.42477551671105,2014-08-15,28,"before"
"L",2019,211,2019-07-30,"Nauplii",722.723599137931,0.153966,0.289600571749528,0.184969965304348,10224.4474037304,55276.2573475493,0.0160080357320243,5.42477551671105,2014-08-15,28,"before"
"L",2019,190,2019-07-09,"Cyclopoid",207.3,0.398790666666667,0.227770046091301,0.221882997777778,2932.69508470666,13217.3042282574,0.00301050599327294,4.28729931341097,2014-08-15,27,"before"
"L",2019,190,2019-07-09,"Calanoid",37.3513513513514,0.848174,0.95367621517143,0.119340016222222,528.413528775974,4427.79836557103,0.00422268598682002,4.28729931341097,2014-08-15,27,"before"
"L",2019,190,2019-07-09,"Mesocyclops edax",42.9540540540541,1.124257,3.13995802382888,0.169252581333333,607.675558092371,3590.34735721749,0.0112735399926279,4.28729931341097,2014-08-15,27,"before"
"L",2019,190,2019-07-09,"Holopedium gibberum",343.632432432432,0.294917333333333,0.135891139704333,0.181128487363636,4861.40446473896,26839.5354894073,0.00364725506679046,4.28729931341097,2014-08-15,27,"before"
"L",2019,190,2019-07-09,"Daphnia",108.318918918919,1.15481933333333,3.86057070694433,0.1437983365,1532.39923345033,10656.58526203,0.0411405008986476,4.28729931341097,2014-08-15,27,"before"
"L",2019,190,2019-07-09,"Nauplii",707.808108108108,0.181296,0.31211148202262,0.184969965304348,10013.4363703047,54135.4719606975,0.0168963023836473,4.28729931341097,2014-08-15,27,"before"
"L",2018,219,2018-08-07,"Cyclopoid",745.155801104972,0.352867333333333,0.153581762405727,0.221882997777778,10541.7981439518,47510.6170798615,0.00729676430410876,3.56728088828911,2014-08-15,26,"before"
"L",2018,219,2018-08-07,"Calanoid",7.3414364640884,0.794228571428571,0.762520000844197,0.119340016222222,103.860080235978,870.287130199322,0.000663611343254281,3.56728088828911,2014-08-15,26,"before"
"L",2018,219,2018-08-07,"Mesocyclops edax",12.8475138121547,1.25070866666667,4.54913176765433,0.169252581333333,181.755140412962,1073.86923721421,0.00488517266131787,3.56728088828911,2014-08-15,26,"before"
"L",2018,219,2018-08-07,"Holopedium gibberum",58.7314917127072,0.234595333333333,0.090912052157027,0.181128487363636,830.880641887825,4587.24441407021,0.000417035803428981,3.56728088828911,2014-08-15,26,"before"
"L",2018,219,2018-08-07,"Daphnia",73.414364640884,0.896632,1.58224190402899,0.1437983365,1038.60080235978,7222.62042551362,0.0114279326941433,3.56728088828911,2014-08-15,26,"before"
"L",2018,219,2018-08-07,"Nauplii",1266.39779005525,0.172776666666667,0.304914262647766,0.184969965304348,17915.8638407062,96858.2321525963,0.029533456438175,3.56728088828911,2014-08-15,26,"before"
"L",2018,177,2018-06-26,"Cyclopoid",276.18441273326,0.38605,0.188381183705062,0.221882997777778,3907.21017701605,17609.3266097352,0.00331726579099097,1.84527042860778,2014-08-15,25,"before"
"L",2018,177,2018-06-26,"Calanoid",121.425905598244,0.821312,0.812043876453115,0.119340016222222,1717.82516403292,14394.3768269159,0.0116888655576557,1.84527042860778,2014-08-15,25,"before"
"L",2018,177,2018-06-26,"Mesocyclops edax",57.1416026344676,1.24805733333333,4.14550631476911,0.169252581333333,808.388312486079,4776.2244222084,0.0197998685030194,1.84527042860778,2014-08-15,25,"before"
"L",2018,177,2018-06-26,"Holopedium gibberum",502.369923161361,0.253496,0.0869672352903431,0.181128487363636,7107.08058060678,39237.7846469756,0.00341240164966533,1.84527042860778,2014-08-15,25,"before"
"L",2018,177,2018-06-26,"Daphnia",235.709110867179,0.992887333333333,2.11082261119534,0.1437983365,3334.60178900508,23189.4322992052,0.0489487780379459,1.84527042860778,2014-08-15,25,"before"
"L",2018,177,2018-06-26,"Nauplii",1119.02305159166,0.166065333333333,0.299585470202763,0.184969965304348,15830.9377861857,85586.5316303522,0.0256404813215027,1.84527042860778,2014-08-15,25,"before"
"L",2015,223,2015-08-11,"Calanoid",101.566850987433,0.794066666666667,2.09831068197353,0.119340016222222,1436.87701234915,12040.1945452525,0.0252640688273428,2.48053455152276,2014-08-15,23,"before"
"L",2015,223,2015-08-11,"Cyclopoid",1819.44755475763,0.322555555555556,0.465974954693832,0.221882997777778,25739.9175143234,116006.714223785,0.0540562234046086,2.48053455152276,2014-08-15,23,"before"
"L",2015,223,2015-08-11,"Daphnia",168.110649910233,0.990333333333333,9.32832555311455,0.1437983365,2378.27919285375,16538.9896068356,0.154281079372141,2.48053455152276,2014-08-15,23,"before"
"L",2015,223,2015-08-11,"Holopedium gibberum",31.5207468581688,0.232466666666667,9.99543596896392,0.181128487363636,445.927348660079,2461.9393401372,0.0246081570338146,2.48053455152276,2014-08-15,23,"before"
"L",2015,223,2015-08-11,"Mesocyclops edax",108.571461400359,0.985214285714286,6.8422847155916,0.169252581333333,1535.97197871805,9075.02837840351,0.0620939279671104,2.48053455152276,2014-08-15,23,"before"
"L",2015,223,2015-08-11,"Nauplii",1600.55347935368,0.1634,0.855665569983615,0.184969965304348,22643.1998152951,122415.548805657,0.10474677034365,2.48053455152276,2014-08-15,23,"before"
"L",2014,147,2014-05-27,"Cyclopoid",230.895321173672,0.455666666666667,1.06400935462074,0.221882997777778,3266.50059569606,14721.7255418892,0.0156640536927292,2.76886199737762,2014-08-15,22,"before"
"L",2014,147,2014-05-27,"Holopedium gibberum",40.746233148295,0.129,1.58814572495457,0.181128487363636,576.441281593421,3182.49928536172,0.00505427263471818,2.76886199737762,2014-08-15,22,"before"
"L",2014,147,2014-05-27,"Mesocyclops edax",58.8556701030928,0.548533333333333,0.688284336225605,0.169252581333333,832.637406746053,4919.49605841592,0.00338601207913128,2.76886199737762,2014-08-15,22,"before"
"L",2014,147,2014-05-27,"Nauplii",520.646312450436,0.195266666666667,0.927276575050761,0.184969965304348,7365.63859813816,39820.7275760625,0.0369248278827606,2.76886199737762,2014-08-15,22,"before"
"L",2013,232,2013-08-20,"Calanoid",107.4205596994,0.769466666666667,2.05535857809508,0.119340016222222,1519.69005029845,12734.119689314,0.0261731821379209,1.256630739,2014-08-15,21,"before"
"L",2013,232,2013-08-20,"Cyclopoid",793.569384779317,0.392333333333333,0.894460054147392,0.221882997777778,11226.7102465798,50597.4335979707,0.0452573831957599,1.256630739,2014-08-15,21,"before"
"L",2013,232,2013-08-20,"Daphnia",385.371257921597,1.29066666666667,18.0126120324728,0.1437983365,5451.88805544568,37913.4292380752,0.68291989168606,1.256630739,2014-08-15,21,"before"
"L",2013,232,2013-08-20,"Holopedium gibberum",92.6502327407324,0.2076,6.11841599454994,0.181128487363636,1310.73266838241,7236.47995663412,0.0442757947109103,1.256630739,2014-08-15,21,"before"
"L",2013,232,2013-08-20,"Mesocyclops edax",10.74205596994,0.863888888888889,5.50428295578537,0.169252581333333,151.969005029845,897.882938225625,0.0049422017531658,1.256630739,2014-08-15,21,"before"
"L",2013,232,2013-08-20,"Nauplii",883.534103527564,0.16,0.847819207326011,0.184969965304348,12499.4506637047,67575.5690559721,0.0572918653916384,1.256630739,2014-08-15,21,"before"
"L",2013,190,2013-07-09,"Calanoid",134.810022479303,0.830933333333333,2.39854676511293,0.119340016222222,1907.17168496983,15980.9906630019,0.0383311534580432,2.986717059,2014-08-15,20,"before"
"L",2013,190,2013-07-09,"Cyclopoid",629.113438236745,0.4325625,1.11601348262963,0.221882997777778,8900.13452985918,40111.8365039079,0.0447653503513966,2.986717059,2014-08-15,20,"before"
"L",2013,190,2013-07-09,"Daphnia",96.6138494435002,0.885933333333333,8.41448592943296,0.1437983365,1366.80637422838,9505.02215460869,0.0799798751789033,2.986717059,2014-08-15,20,"before"
"L",2013,190,2013-07-09,"Holopedium gibberum",312.309885410384,0.292466666666667,15.8397815455186,0.181128487363636,4418.28107018009,24393.0766191951,0.386381004871148,2.986717059,2014-08-15,20,"before"
"L",2013,190,2013-07-09,"Mesocyclops edax",47.1835078677559,1.07513333333333,10.5105861076337,0.169252581333333,667.510089739439,3943.86947886376,0.0414523797548659,2.986717059,2014-08-15,20,"before"
"L",2013,190,2013-07-09,"Nauplii",1503.13175064422,0.1918,0.92151095715764,0.184969965304348,21264.9642874135,114964.41734432,0.105940970266035,2.986717059,2014-08-15,20,"before"
"L",2011,193,2011-07-12,"Calanoid",145.1491547,0.821405768,2.220656975,0.119340016222222,2053.44048498802,17206.6382257257,0.0382100411922595,2.43805,2014-08-15,19,"before"
"L",2011,193,2011-07-12,"Cyclopoid",1518.882202,0.401201695,0.760383843,0.221882997777778,21487.7875931202,96842.8757873592,0.0736377580583639,2.43805,2014-08-15,19,"before"
"L",2011,193,2011-07-12,"Daphnia",730.9296875,1.050724626,7.997153969,0.1437983365,10340.5398060657,71910.0099330128,0.575075421346623,2.43805,2014-08-15,19,"before"
"L",2011,193,2011-07-12,"Holopedium gibberum",570.2288208,0.316263258,16.83457475,0.181128487363636,8067.08760211401,44537.9284039313,0.749777084926129,2.43805,2014-08-15,19,"before"
"L",2011,193,2011-07-12,"Mesocyclops edax",191.8042297,0.980833352,4.871531905,0.169252581333333,2713.47477890563,16032.1027752102,0.0781009001736757,2.43805,2014-08-15,19,"before"
"L",2011,193,2011-07-12,"Nauplii",2835.592285,0.185859874,0.912547174,0.184969965304348,40115.424777866,216875.34358273,0.197908981896699,2.43805,2014-08-15,19,"before"
"L",2010,215,2010-08-03,"Calanoid",93.74577332,0.880528331,2.59898356,0.119340016222222,1326.23139714225,11113.0485743582,0.0288826305462384,3.52562,2014-08-15,18,"before"
"L",2010,215,2010-08-03,"Cyclopoid",1103.315674,0.375625283,0.642682983,0.221882997777778,15608.7238495881,70346.6421758944,0.0452105898376374,3.52562,2014-08-15,18,"before"
"L",2010,215,2010-08-03,"Daphnia",201.9139709,1.108917594,9.260014044,0.1437983365,2856.4983598265,19864.613383942,0.183946598913933,3.52562,2014-08-15,18,"before"
"L",2010,215,2010-08-03,"Holopedium gibberum",28.84485435,0.287598044,12.4329382,0.181128487363636,408.071213561623,2252.93778743027,0.0280106362795653,3.52562,2014-08-15,18,"before"
"L",2010,215,2010-08-03,"Mesocyclops edax",93.74577332,0.923916101,3.842780701,0.169252581333333,1326.23139714225,7835.81193677817,0.0301113068873166,3.52562,2014-08-15,18,"before"
"L",2010,215,2010-08-03,"Nauplii",5170.439941,0.194718137,0.932693317,0.184969965304348,73146.7621839927,395452.105230369,0.368835535741946,3.52562,2014-08-15,18,"before"
"L",2010,138,2010-05-18,"Calanoid",1762.928467,0.640253961,1.263482431,0.119340016222222,24940.3359858193,208985.525352855,0.264049539616637,7.21307,2014-08-15,17,"before"
"L",2010,138,2010-05-18,"Cyclopoid",1247.108643,0.421630412,0.863175233,0.221882997777778,17642.9782316512,79514.782152534,0.0686351906114578,7.21307,2014-08-15,17,"before"
"L",2010,138,2010-05-18,"Daphnia",78.35237122,1.002450824,7.036832114,0.1437983365,1108.45930512304,7708.42926352654,0.0542429225900809,7.21307,2014-08-15,17,"before"
"L",2010,138,2010-05-18,"Holopedium gibberum",665.9951782,0.329549521,19.19612862,0.181128487363636,9421.90441652424,52017.7944047458,0.998540271922217,7.21307,2014-08-15,17,"before"
"L",2010,138,2010-05-18,"Nauplii",2063.279297,0.167943954,0.87018051,0.184969965304348,29189.4310308196,157806.328085706,0.137319991054847,7.21307,2014-08-15,17,"before"
"L",2009,167,2009-06-16,"Bosmina longirostris",51.62607956,0.283702224,0.621876198,0.120376969857143,730.359622615952,6067.27037142325,0.00377309103081874,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Calanoid",589.3441162,0.592606127,1.060596882,0.119340016222222,8337.51371336483,69863.5208649511,0.0740970323949091,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Cyclopoid",1823.171021,0.335929453,0.483235812,0.221882997777778,25792.5937861376,116244.11984901,0.0561733216454616,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Daphnia",84.77656555,0.700772226,2.657386571,0.1437983365,1199.34306361214,8340.45158521108,0.0221638040386156,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Holopedium gibberum",691.038147,0.234133378,6.451113608,0.181128487363636,9776.18995201012,53973.7845454607,0.348191015956482,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Mesocyclops edax",11.34075356,0.839985311,2.633454207,0.169252581333333,160.438843329867,947.925532750915,0.00249631848214561,2.75555,2014-08-15,16,"before"
"L",2009,167,2009-06-16,"Nauplii",3801.640137,0.133474946,0.781303455,0.184969965304348,53782.2061920089,290761.833163109,0.227173224832471,2.75555,2014-08-15,16,"before"
"R",2019,210,2019-07-29,"Cyclopoid",544.590958019376,0.453559333333333,0.298912303902687,0.247252532666667,7704.38603839418,31159.9883540155,0.00931410390847965,43.7733548476732,2014-08-15,15,"before"
"R",2019,210,2019-07-29,"Calanoid",18.4607104413348,0.747706,0.653366137920935,0.168478539375,261.165628420142,1550.14181265448,0.00101281016936381,43.7733548476732,2014-08-15,15,"before"
"R",2019,210,2019-07-29,"Mesocyclops edax",35.0753498385361,1.11453583333333,3.08209593900215,0.231808059111111,496.214693998269,2140.62744798886,0.006597619164363,43.7733548476732,2014-08-15,15,"before"
"R",2019,210,2019-07-29,"Holopedium gibberum",9.23035522066738,0.24827,0.155813617426902,0.157585475384615,130.582814210071,828.647525359558,0.000129114568498123,43.7733548476732,2014-08-15,15,"before"
"R",2019,210,2019-07-29,"Daphnia",94.1496232508073,1.35025333333333,4.62107790055668,0.17723005627381,1331.94470494272,7515.34323774601,0.0347289865510461,43.7733548476732,2014-08-15,15,"before"
"R",2019,210,2019-07-29,"Nauplii",1375.32292787944,0.18217,0.312218401671478,0.143749885772727,19456.8393173005,135352.033239612,0.0422593954810564,43.7733548476732,2014-08-15,15,"before"
"R",2019,189,2019-07-08,"Cyclopoid",667.917391304348,0.475683333333333,0.361638449526279,0.247252532666667,9449.09816916717,38216.3857625918,0.0138205144936819,2.93950509994468,2014-08-15,14,"before"
"R",2019,189,2019-07-08,"Calanoid",37.545652173913,0.814761428571429,0.815273862547483,0.168478539375,531.162323118865,3152.70019012096,0.0025703140614541,2.93950509994468,2014-08-15,14,"before"
"R",2019,189,2019-07-08,"Mesocyclops edax",90.9,1.19730181818182,3.62456364680676,0.231808059111111,1285.97194018251,5547.57218154403,0.020107528457261,2.93950509994468,2014-08-15,14,"before"
"R",2019,189,2019-07-08,"Holopedium gibberum",73.1152173913044,0.248154666666667,0.095519761345857,0.157585475384615,1034.36873449463,6563.85832495078,0.000626978180707315,2.93950509994468,2014-08-15,14,"before"
"R",2019,189,2019-07-08,"Daphnia",152.158695652174,1.139952,3.54682793729311,0.17723005627381,2152.60520421856,12145.8247516037,0.0430791505504541,2.93950509994468,2014-08-15,14,"before"
"R",2019,189,2019-07-08,"Nauplii",1156.01086956522,0.153767333333333,0.288757028617627,0.143749885772727,16354.2083697124,113768.496453409,0.0328514529861814,2.93950509994468,2014-08-15,14,"before"
"R",2018,218,2018-08-06,"Cyclopoid",496.132675438597,0.389541333333333,0.193975260527713,0.247252532666667,7018.84157559641,28387.3394537028,0.00550644156622062,3.64342729390877,2014-08-15,13,"before"
"R",2018,218,2018-08-06,"Calanoid",0,0.77062,0.713169743041142,0.168478539375,0,0,0,3.64342729390877,2014-08-15,13,"before"
"R",2018,218,2018-08-06,"Mesocyclops edax",40.2269736842105,1.02123923076923,2.34831566975918,0.231808059111111,569.095262886196,2455.02794453499,0.00576518059184819,3.64342729390877,2014-08-15,13,"before"
"R",2018,218,2018-08-06,"Holopedium gibberum",49.8048245614035,0.197223333333333,0.0498299224100392,0.157585475384615,704.594135001956,4471.18703854064,0.000222798903211253,3.64342729390877,2014-08-15,13,"before"
"R",2018,218,2018-08-06,"Daphnia",30.6491228070176,0.803585333333333,1.11415387500424,0.17723005627381,433.596390770435,2446.51725495451,0.0027257966798723,3.64342729390877,2014-08-15,13,"before"
"R",2018,218,2018-08-06,"Nauplii",1283.43201754386,0.179582666666667,0.309969584514853,0.143749885772727,18156.848863512,126308.614201047,0.0391518286645454,3.64342729390877,2014-08-15,13,"before"
"R",2018,176,2018-06-25,"Cyclopoid",435.799102132436,0.385210666666667,0.194137520871003,0.247252532666667,6165.29611550105,24935.2192635082,0.00484086165019236,2.01622720990537,2014-08-15,12,"before"
"R",2018,176,2018-06-25,"Calanoid",21.6913580246914,0.83877,0.84021192032124,0.168478539375,306.869942400505,1821.41858268057,0.00153037760506283,2.01622720990537,2014-08-15,12,"before"
"R",2018,176,2018-06-25,"Mesocyclops edax",67.0460157126824,1.12596916666667,2.95280184371167,0.231808059111111,948.50709469247,4091.77790595205,0.0120822093447539,2.01622720990537,2014-08-15,12,"before"
"R",2018,176,2018-06-25,"Holopedium gibberum",82.8215488215488,0.206474,0.0499729696545206,0.157585475384615,1171.68523462011,7435.23622186884,0.000371560834089644,2.01622720990537,2014-08-15,12,"before"
"R",2018,176,2018-06-25,"Daphnia",134.092031425365,0.865102,1.51692413431324,0.17723005627381,1897.01418938494,10703.6821477626,0.0162366737759589,2.01622720990537,2014-08-15,12,"before"
"R",2018,176,2018-06-25,"Nauplii",832.159371492705,0.169702,0.30222331662562,0.143749885772727,11772.646881183,81896.7390332117,0.0247511040914401,2.01622720990537,2014-08-15,12,"before"
"R",2015,222,2015-08-10,"Cyclopoid",4309.54,0.334466666666667,0.537851731007054,0.247252532666667,60967.5194179775,246579.959203778,0.132623457889401,4.17955247994999,2014-08-15,10,"before"
"R",2015,222,2015-08-10,"Daphnia",264.643636363636,0.842333333333333,5.46636345937824,0.17723005627381,3743.94158978549,21124.7554083114,0.115475591052296,4.17955247994999,2014-08-15,10,"before"
"R",2015,222,2015-08-10,"Mesocyclops edax",57.08,0.6942,2.63453568580846,0.231808059111111,807.516813483145,3483.55797714558,0.00917755780437276,4.17955247994999,2014-08-15,10,"before"
"R",2015,222,2015-08-10,"Nauplii",4146.08363636364,0.160533333333333,0.848031956087474,0.143749885772727,58655.0849066394,408035.697498743,0.346027310703376,4.17955247994999,2014-08-15,10,"before"
"R",2014,139,2014-05-19,"Cyclopoid",95.0021148036254,0.456507929407598,1.08201468538185,0.247252532666667,1344.0049933494,5435.75824625148,0.00588157024862959,NA,2014-08-15,9,"before"
"R",2014,139,2014-05-19,"Nauplii",283.78836858006,0.185053074056615,0.905191780538996,0.143749885772727,4014.78414680011,27928.9553881636,0.025281060856406,NA,2014-08-15,9,"before"
"R",2013,231,2013-08-19,"Calanoid",29.3277440954297,0.984733333333333,3.44449233285152,0.168478539375,414.902706001936,2462.64424858554,0.00848255923279379,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Cyclopoid",4369.83387021902,0.424666666666667,0.902713256606369,0.247252532666667,61820.5031942884,250029.80769314,0.225705221951338,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Daphnia",687.369002236633,1.2328,19.4547818281994,0.17723005627381,9724.28217192037,54868.1322816766,1.0674475428608,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Holopedium gibberum",10.9979040357861,0.21625,7.29454604460843,0.157585475384615,155.588514750726,987.327762098532,0.00720210782174794,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Mesocyclops edax",45.8246001491089,0.864,5.55377633787651,0.231808059111111,648.285478128025,2796.64771196452,0.015531955888085,5.805906333,2014-08-15,8,"before"
"R",2013,231,2013-08-19,"Nauplii",2969.43408966225,0.142466666666667,0.803802119676672,0.143749885772727,42008.8989826959,292236.051227987,0.234899957422996,5.805906333,2014-08-15,8,"before"
"R",2013,189,2013-07-08,"Calanoid",140.928425290391,0.712466666666667,1.76320673986376,0.168478539375,1993.7293784109,11833.7290067149,0.020865310742361,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Cyclopoid",687.193845225524,0.3802,0.751856907882875,0.247252532666667,9721.80420710836,39319.3311399354,0.0295625107308947,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Daphnia",177.167163222205,0.979625,8.53824428249533,0.17723005627381,2506.40264714512,14142.0857152631,0.120748582500904,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Mesocyclops edax",18.7904567053854,0.954615384615385,5.82767225921275,0.231808059111111,265.830583788119,1146.77024089443,0.00668300112055118,3.519289955,2014-08-15,7,"before"
"R",2013,189,2013-07-08,"Nauplii",569.082403077387,0.184066666666667,0.899949427631783,0.143749885772727,8050.86910901161,56006.0904795449,0.0504026490709603,3.519289955,2014-08-15,7,"before"
"R",2011,227,2011-08-15,"Calanoid",31.7846241,0.819972813,2.21189829,0.168478539375,449.660447985136,2668.9479244848,0.00590344135026697,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Cyclopoid",1317.296021,0.528518021,1.536807337,0.247252532666667,18635.926511772,75372.0348616045,0.115832296179934,6.11434,2014-08-15,6,"before"
"R",2011,227,2011-08-15,"Daphnia",74.16412354,1.127123237,9.679386616,0.17723005627381,1049.20772101947,5920.03265743202,0.0573022848706304,6.11434,2014-08-15,6,"before"
