"sampledate","depth","wtemp","flag_wtemp"
2012-05-03,7,3.972,""
2012-05-04,0,18.456,""
2012-05-04,0.5,15.065,""
2012-05-04,1,9.978,""
2012-05-04,1.5,7.422,""
2012-05-04,2,5.869,""
2012-05-04,2.5,5.044,""
2012-05-04,3,4.42,""
2012-05-04,4,3.874,""
2012-05-04,5,3.678,""
2012-05-04,7,3.984,""
2012-05-05,0,17.16,""
2012-05-05,0.5,15.699,""
2012-05-05,1,10.199,""
2012-05-05,1.5,7.488,""
2012-05-05,2,5.916,""
2012-05-05,2.5,5.056,""
2012-05-05,3,4.457,""
2012-05-05,4,3.883,""
2012-05-05,5,3.679,""
2012-05-05,7,3.975,""
2012-05-06,0,14.605,""
2012-05-06,0.5,14.683,""
2012-05-06,1,10.531,""
2012-05-06,1.5,7.694,""
2012-05-06,2,6.031,""
2012-05-06,2.5,5.113,""
2012-05-06,3,4.487,""
2012-05-06,4,3.897,""
2012-05-06,5,3.681,""
2012-05-06,7,3.974,""
2012-05-07,0,15.479,""
2012-05-07,0.5,13.459,""
2012-05-07,1,10.822,""
2012-05-07,1.5,7.87,""
2012-05-07,2,6.144,""
2012-05-07,2.5,5.188,""
2012-05-07,3,4.505,""
2012-05-07,4,3.905,""
2012-05-07,5,3.683,""
2012-05-07,7,3.973,""
2012-05-08,0,15.738,""
2012-05-08,0.5,14.296,""
2012-05-08,1,10.845,""
2012-05-08,1.5,7.932,""
2012-05-08,2,6.186,""
2012-05-08,2.5,5.213,""
2012-05-08,3,4.512,""
2012-05-08,4,3.909,""
2012-05-08,5,3.683,""
2012-05-08,7,3.974,""
2012-05-09,0,16.034,""
2012-05-09,0.5,14.356,""
2012-05-09,1,10.996,""
2012-05-09,1.5,8.026,""
2012-05-09,2,6.224,""
2012-05-09,2.5,5.23,""
2012-05-09,3,4.495,""
2012-05-09,4,3.913,""
2012-05-09,5,3.693,""
2012-05-09,7,3.982,""
2012-05-10,0,17.509,""
2012-05-10,0.5,14.609,""
2012-05-10,1,11.232,""
2012-05-10,1.5,8.125,""
2012-05-10,2,6.263,""
2012-05-10,2.5,5.243,""
2012-05-10,3,4.494,""
2012-05-10,4,3.908,""
2012-05-10,5,3.688,""
2012-05-10,7,3.978,""
2012-05-11,0,18.079,""
2012-05-11,0.5,15.482,""
2012-05-11,1,11.426,""
2012-05-11,1.5,8.23,""
2012-05-11,2,6.305,""
2012-05-11,2.5,5.253,""
2012-05-11,3,4.475,""
2012-05-11,4,3.908,""
2012-05-11,5,3.688,""
2012-05-11,7,3.984,""
2012-05-12,0,18.417,""
2012-05-12,0.5,16.08,""
2012-05-12,1,11.607,""
2012-05-12,1.5,8.329,""
2012-05-12,2,6.342,""
2012-05-12,2.5,5.272,""
2012-05-12,3,4.483,""
2012-05-12,4,3.92,""
2012-05-12,5,3.71,""
2012-05-12,7,3.99,""
2012-05-13,0,18.645,""
2012-05-13,0.5,16.409,""
2012-05-13,1,11.894,""
2012-05-13,1.5,8.449,""
2012-05-13,2,6.391,""
2012-05-13,2.5,5.295,""
2012-05-13,3,4.496,""
2012-05-13,4,3.925,""
2012-05-13,5,3.715,""
2012-05-13,7,3.998,""
2012-05-14,0,20.208,""
2012-05-14,0.5,16.984,""
2012-05-14,1,12.198,""
2012-05-14,1.5,8.53,""
2012-05-14,2,6.448,""
2012-05-14,2.5,5.324,""
2012-05-14,3,4.501,""
2012-05-14,4,3.933,""
2012-05-14,5,3.723,""
2012-05-14,7,4.013,""
2012-05-15,0,20.157,""
2012-05-15,0.5,18.18,""
2012-05-15,1,12.521,""
2012-05-15,1.5,8.656,""
2012-05-15,2,6.501,""
2012-05-15,2.5,5.356,""
2012-05-15,3,4.505,""
2012-05-15,4,3.947,""
2012-05-15,5,3.732,""
2012-05-15,7,4.037,""
2012-05-16,0,19.123,""
2012-05-16,0.5,17.423,""
2012-05-16,1,12.793,""
2012-05-16,1.5,8.766,""
2012-05-16,2,6.573,""
2012-05-16,2.5,5.399,""
2012-05-16,3,4.533,""
2012-05-16,4,3.959,""
2012-05-16,5,3.736,""
2012-05-16,7,4.035,""
2012-05-17,0,17.816,""
2012-05-17,0.5,16.994,""
2012-05-17,1,13.045,""
2012-05-17,1.5,8.875,""
2012-05-17,2,6.632,""
2012-05-17,2.5,5.446,""
2012-05-17,3,4.552,""
2012-05-17,4,3.969,""
2012-05-17,5,3.736,""
2012-05-17,7,4.039,""
2012-05-18,0,20.538,""
2012-05-18,0.5,16.955,""
2012-05-18,1,13.315,""
2012-05-18,1.5,9.051,""
2012-05-18,2,6.728,""
2012-05-18,2.5,5.477,""
2012-05-18,3,4.552,""
2012-05-18,4,3.96,""
2012-05-18,5,3.735,""
2012-05-18,7,4.04,""
2012-05-19,0,22.84,""
2012-05-19,0.5,18.268,""
2012-05-19,1,13.547,""
2012-05-19,1.5,9.151,""
2012-05-19,2,6.757,""
2012-05-19,2.5,5.511,""
2012-05-19,3,4.566,""
2012-05-19,4,3.983,""
2012-05-19,5,3.739,""
2012-05-19,7,4.052,""
2012-05-20,0,21.829,""
2012-05-20,0.5,19.247,""
2012-05-20,1,13.692,""
2012-05-20,1.5,9.299,""
2012-05-20,2,6.845,""
2012-05-20,2.5,5.548,""
2012-05-20,3,4.584,""
2012-05-20,4,3.969,""
2012-05-20,5,3.745,""
2012-05-20,7,4.042,""
2012-05-21,0,19.927,""
2012-05-21,0.5,18.031,""
2012-05-21,1,13.939,""
2012-05-21,1.5,9.446,""
2012-05-21,2,6.889,""
2012-05-21,2.5,5.566,""
2012-05-21,3,4.599,""
2012-05-21,4,3.983,""
2012-05-21,5,3.755,""
2012-05-21,7,4.042,""
2012-05-22,0,19.506,""
2012-05-22,0.5,17.873,""
2012-05-22,1,14.182,""
2012-05-22,1.5,9.586,""
2012-05-22,2,6.938,""
2012-05-22,2.5,5.585,""
2012-05-22,3,4.616,""
2012-05-22,4,4.001,""
2012-05-22,5,3.765,""
2012-05-22,7,4.055,""
2012-05-23,0,19.232,""
2012-05-23,0.5,18.128,""
2012-05-23,1,14.342,""
2012-05-23,1.5,9.725,""
2012-05-23,2,7.025,""
2012-05-23,2.5,5.624,""
2012-05-23,3,4.631,""
2012-05-23,4,4.018,""
2012-05-23,5,3.782,""
2012-05-23,7,4.059,""
2012-05-24,0,20.83,""
2012-05-24,0.5,18.799,""
2012-05-24,1,14.489,""
2012-05-24,1.5,9.853,""
2012-05-24,2,7.088,""
2012-05-24,2.5,5.667,""
2012-05-24,3,4.645,""
2012-05-24,4,4.012,""
2012-05-24,5,3.779,""
2012-05-24,7,4.081,""
2012-05-25,0,20.482,""
2012-05-25,0.5,19.356,""
2012-05-25,1,14.795,""
2012-05-25,1.5,10.078,""
2012-05-25,2,7.194,""
2012-05-25,2.5,5.732,""
2012-05-25,3,4.674,""
2012-05-25,4,4.017,""
2012-05-25,5,3.771,""
2012-05-25,7,4.052,""
2012-05-26,0,19.896,""
2012-05-26,0.5,19.023,""
2012-05-26,1,14.963,""
2012-05-26,1.5,10.212,""
2012-05-26,2,7.255,""
2012-05-26,2.5,5.743,""
2012-05-26,3,4.692,""
2012-05-26,4,4.043,""
2012-05-26,5,3.764,""
2012-05-26,7,4.07,""
2012-05-27,0,21.559,""
2012-05-27,0.5,18.789,""
2012-05-27,1,15.411,""
2012-05-27,1.5,10.611,""
2012-05-27,2,7.472,""
2012-05-27,2.5,5.849,""
2012-05-27,3,4.749,""
2012-05-27,4,4.052,""
2012-05-27,5,3.785,""
2012-05-27,7,4.053,""
2012-05-28,0,23.459,""
2012-05-28,0.5,19.811,""
2012-05-28,1,15.572,""
2012-05-28,1.5,10.759,""
2012-05-28,2,7.593,""
2012-05-28,2.5,5.913,""
2012-05-28,3,4.765,""
2012-05-28,4,4.044,""
2012-05-28,5,3.791,""
2012-05-28,7,4.055,""
2012-05-29,0,20.607,""
2012-05-29,0.5,20.348,""
2012-05-29,1,15.687,""
2012-05-29,1.5,10.889,""
2012-05-29,2,7.651,""
2012-05-29,2.5,5.951,""
2012-05-29,3,4.785,""
2012-05-29,4,4.059,""
2012-05-29,5,3.796,""
2012-05-29,7,4.057,""
2012-05-30,0,18.047,""
2012-05-30,0.5,18.033,""
2012-05-30,1,15.895,""
2012-05-30,1.5,10.983,""
2012-05-30,2,7.709,""
2012-05-30,2.5,5.972,""
2012-05-30,3,4.795,""
2012-05-30,4,4.061,""
2012-05-30,5,3.801,""
2012-05-30,7,4.066,""
2012-05-31,0,18.545,""
2012-05-31,0.5,16.516,""
2012-05-31,1,15.633,""
2012-05-31,1.5,11.109,""
2012-05-31,2,7.769,""
2012-05-31,2.5,5.992,""
2012-05-31,3,4.807,""
2012-05-31,4,4.057,""
2012-05-31,5,3.801,""
2012-05-31,7,4.072,""
2012-06-01,0,19.783,""
2012-06-01,0.5,16.789,""
2012-06-01,1,15.449,""
2012-06-01,1.5,11.247,""
2012-06-01,2,7.817,""
2012-06-01,2.5,6.041,""
2012-06-01,3,4.831,""
2012-06-01,4,4.086,""
2012-06-01,5,3.825,""
2012-06-01,7,4.078,""
2012-06-02,0,18.98,""
2012-06-02,0.5,17.447,""
2012-06-02,1,15.431,""
2012-06-02,1.5,11.349,""
2012-06-02,2,7.898,""
2012-06-02,2.5,6.091,""
2012-06-02,3,4.848,""
2012-06-02,4,4.085,""
2012-06-02,5,3.851,""
2012-06-02,7,4.079,""
2012-06-03,0,21.001,""
2012-06-03,0.5,17.996,""
2012-06-03,1,15.512,""
2012-06-03,1.5,11.466,""
2012-06-03,2,7.966,""
2012-06-03,2.5,6.109,""
2012-06-03,3,4.853,""
2012-06-03,4,4.058,""
2012-06-03,5,3.844,""
2012-06-03,7,4.1,""
2012-06-04,0,22.113,""
2012-06-04,0.5,19.05,""
2012-06-04,1,15.592,""
2012-06-04,1.5,11.567,""
2012-06-04,2,8.05,""
2012-06-04,2.5,6.141,""
2012-06-04,3,4.866,""
2012-06-04,4,4.072,""
2012-06-04,5,3.866,""
2012-06-04,7,4.087,""
2012-06-05,0,23.25,""
2012-06-05,0.5,19.922,""
2012-06-05,1,15.705,""
2012-06-05,1.5,11.678,""
2012-06-05,2,8.116,""
2012-06-05,2.5,6.183,""
2012-06-05,3,4.882,""
2012-06-05,4,4.07,""
2012-06-05,5,3.875,""
2012-06-05,7,4.089,""
2012-06-06,0,24.267,""
2012-06-06,0.5,20.583,""
2012-06-06,1,15.934,""
2012-06-06,1.5,11.755,""
2012-06-06,2,8.183,""
2012-06-06,2.5,6.21,""
2012-06-06,3,4.895,""
2012-06-06,4,4.077,""
2012-06-06,5,3.896,""
2012-06-06,7,4.093,""
2012-06-07,0,23.677,""
2012-06-07,0.5,21.164,""
2012-06-07,1,16.166,""
2012-06-07,1.5,11.823,""
2012-06-07,2,8.25,""
2012-06-07,2.5,6.257,""
2012-06-07,3,4.914,""
2012-06-07,4,4.08,""
2012-06-07,5,3.928,""
2012-06-07,7,4.108,""
2012-06-08,0,22.94,""
2012-06-08,0.5,21.395,""
2012-06-08,1,16.342,""
2012-06-08,1.5,11.878,""
2012-06-08,2,8.336,""
2012-06-08,2.5,6.292,""
2012-06-08,3,4.936,""
2012-06-08,4,4.089,""
2012-06-08,5,3.955,""
2012-06-08,7,4.109,""
2012-06-09,0,25.256,""
2012-06-09,0.5,21.809,""
2012-06-09,1,16.592,""
2012-06-09,1.5,11.968,""
2012-06-09,2,8.411,""
2012-06-09,2.5,6.354,""
2012-06-09,3,4.949,""
2012-06-09,4,4.086,""
2012-06-09,5,3.943,""
2012-06-09,7,4.115,""
2012-06-10,0,26.047,""
2012-06-10,0.5,22.749,""
2012-06-10,1,16.854,""
2012-06-10,1.5,12.074,""
2012-06-10,2,8.47,""
2012-06-10,2.5,6.356,""
2012-06-10,3,4.958,""
2012-06-10,4,4.103,""
2012-06-10,5,3.935,""
2012-06-10,7,4.099,""
2012-06-11,0,25.178,""
2012-06-11,0.5,23.501,""
2012-06-11,1,17.122,""
2012-06-11,1.5,12.154,""
2012-06-11,2,8.57,""
2012-06-11,2.5,6.398,""
2012-06-11,3,4.954,""
2012-06-11,4,4.12,""
2012-06-11,5,3.958,""
2012-06-11,7,4.1,""
2012-06-12,0,21.943,""
2012-06-12,0.5,21.314,""
2012-06-12,1,17.523,""
2012-06-12,1.5,12.232,""
2012-06-12,2,8.627,""
2012-06-12,2.5,6.432,""
2012-06-12,3,4.95,""
2012-06-12,4,4.129,""
2012-06-12,5,3.996,""
2012-06-12,7,4.1,""
2012-06-13,0,22.883,""
2012-06-13,0.5,20.301,""
2012-06-13,1,17.817,""
2012-06-13,1.5,12.33,""
2012-06-13,2,8.664,""
2012-06-13,2.5,6.456,""
2012-06-13,3,4.975,""
2012-06-13,4,4.131,""
2012-06-13,5,3.992,""
2012-06-13,7,4.1,""
2012-06-14,0,19.933,""
2012-06-14,0.5,19.929,""
2012-06-14,1,17.876,""
2012-06-14,1.5,12.513,""
2012-06-14,2,8.798,""
2012-06-14,2.5,6.535,""
2012-06-14,3,5.018,""
2012-06-14,4,4.14,""
2012-06-14,5,4.033,""
2012-06-14,7,4.1,""
2012-06-15,0,22.491,""
2012-06-15,0.5,18.911,""
2012-06-15,1,17.786,""
2012-06-15,1.5,12.704,""
2012-06-15,2,8.941,""
2012-06-15,2.5,6.618,""
2012-06-15,3,5.059,""
2012-06-15,4,4.14,""
2012-06-15,5,4.036,""
2012-06-15,7,4.1,""
2012-06-16,0,22.443,""
2012-06-16,0.5,19.764,""
2012-06-16,1,17.555,""
2012-06-16,1.5,12.832,""
2012-06-16,2,9.017,""
2012-06-16,2.5,6.667,""
2012-06-16,3,5.074,""
2012-06-16,4,4.145,""
2012-06-16,5,4.059,""
2012-06-16,7,4.113,""
2012-06-17,0,22.704,""
2012-06-17,0.5,20.289,""
2012-06-17,1,17.52,""
2012-06-17,1.5,12.982,""
2012-06-17,2,9.104,""
2012-06-17,2.5,6.73,""
2012-06-17,3,5.096,""
2012-06-17,4,4.145,""
2012-06-17,5,4.056,""
2012-06-17,7,4.101,""
2012-06-18,0,23.825,""
2012-06-18,0.5,21.131,""
2012-06-18,1,17.71,""
2012-06-18,1.5,13.243,""
2012-06-18,2,9.289,""
2012-06-18,2.5,6.85,""
2012-06-18,3,5.153,""
2012-06-18,4,4.146,""
2012-06-18,5,4.053,""
2012-06-18,7,4.101,""
2012-06-19,0,25.197,""
2012-06-19,0.5,21.77,""
2012-06-19,1,17.827,""
2012-06-19,1.5,13.362,""
2012-06-19,2,9.419,""
2012-06-19,2.5,6.934,""
2012-06-19,3,5.193,""
2012-06-19,4,4.151,""
2012-06-19,5,4.061,""
2012-06-19,7,4.101,""
2012-06-20,0,24.734,""
2012-06-20,0.5,22.57,""
2012-06-20,1,18.099,""
2012-06-20,1.5,13.585,""
2012-06-20,2,9.64,""
2012-06-20,2.5,7.05,""
2012-06-20,3,5.263,""
2012-06-20,4,4.162,""
2012-06-20,5,4.069,""
2012-06-20,7,4.133,""
2012-06-21,0,23.585,""
2012-06-21,0.5,22.848,""
2012-06-21,1,18.642,""
2012-06-21,1.5,14.168,""
2012-06-21,2,10.113,""
2012-06-21,2.5,7.33,""
2012-06-21,3,5.432,""
2012-06-21,4,4.19,""
2012-06-21,5,4.093,""
2012-06-21,7,4.1,""
2012-06-22,0,23.854,""
2012-06-22,0.5,22.071,""
2012-06-22,1,18.813,""
2012-06-22,1.5,14.198,""
2012-06-22,2,10.165,""
2012-06-22,2.5,7.319,""
2012-06-22,3,5.453,""
2012-06-22,4,4.202,""
2012-06-22,5,4.079,""
2012-06-22,7,4.114,""
2012-06-23,0,22.022,""
2012-06-23,0.5,21.74,""
2012-06-23,1,18.909,""
2012-06-23,1.5,14.249,""
2012-06-23,2,10.216,""
2012-06-23,2.5,7.385,""
2012-06-23,3,5.485,""
2012-06-23,4,4.213,""
2012-06-23,5,4.104,""
2012-06-23,7,4.114,""
2012-06-24,0,23.316,""
2012-06-24,0.5,21.548,""
2012-06-24,1,18.987,""
2012-06-24,1.5,14.328,""
2012-06-24,2,10.322,""
2012-06-24,2.5,7.493,""
2012-06-24,3,5.525,""
2012-06-24,4,4.215,""
2012-06-24,5,4.09,""
2012-06-24,7,4.102,""
2012-06-25,0,24.38,""
2012-06-25,0.5,21.371,""
2012-06-25,1,19.157,""
2012-06-25,1.5,14.371,""
2012-06-25,2,10.36,""
2012-06-25,2.5,7.497,""
2012-06-25,3,5.554,""
2012-06-25,4,4.226,""
2012-06-25,5,4.107,""
2012-06-25,7,4.102,""
2012-06-26,0,25.246,""
2012-06-26,0.5,22.034,""
2012-06-26,1,19.216,""
2012-06-26,1.5,14.446,""
2012-06-26,2,10.411,""
2012-06-26,2.5,7.56,""
2012-06-26,3,5.576,""
2012-06-26,4,4.238,""
2012-06-26,5,4.105,""
2012-06-26,7,4.103,""
2012-06-27,0,26.97,""
2012-06-27,0.5,23.116,""
2012-06-27,1,19.332,""
2012-06-27,1.5,14.525,""
2012-06-27,2,10.464,""
2012-06-27,2.5,7.617,""
2012-06-27,3,5.596,""
2012-06-27,4,4.254,""
2012-06-27,5,4.092,""
2012-06-27,7,4.106,""
2012-06-28,0,26.597,""
2012-06-28,0.5,24.211,""
2012-06-28,1,19.447,""
2012-06-28,1.5,14.572,""
2012-06-28,2,10.517,""
2012-06-28,2.5,7.642,""
2012-06-28,3,5.619,""
2012-06-28,4,4.276,""
2012-06-28,5,4.095,""
2012-06-28,7,4.11,""
2012-06-29,0,26.13,""
2012-06-29,0.5,24.265,""
2012-06-29,1,19.609,""
2012-06-29,1.5,14.625,""
2012-06-29,2,10.55,""
2012-06-29,2.5,7.67,""
2012-06-29,3,5.634,""
2012-06-29,4,4.277,""
2012-06-29,5,4.099,""
2012-06-29,7,4.112,""
2012-06-30,0,26.52,""
2012-06-30,0.5,24.52,""
2012-06-30,1,19.845,""
2012-06-30,1.5,14.692,""
2012-06-30,2,10.58,""
2012-06-30,2.5,7.687,""
2012-06-30,3,5.657,""
2012-06-30,4,4.27,""
2012-06-30,5,4.101,""
2012-06-30,7,4.118,""
2012-07-01,0,27.96,""
2012-07-01,0.5,24.542,""
2012-07-01,1,20.073,""
2012-07-01,1.5,14.751,""
2012-07-01,2,10.621,""
2012-07-01,2.5,7.686,""
2012-07-01,3,5.667,""
2012-07-01,4,4.277,""
2012-07-01,5,4.089,""
2012-07-01,7,4.126,""
2012-07-02,0,29.332,""
2012-07-02,0.5,25.48,""
2012-07-02,1,20.283,""
2012-07-02,1.5,14.84,""
2012-07-02,2,10.689,""
2012-07-02,2.5,7.747,""
2012-07-02,3,5.697,""
2012-07-02,4,4.287,""
2012-07-02,5,4.081,""
2012-07-02,7,4.147,""
2012-07-03,0,28.885,""
2012-07-03,0.5,26.168,""
2012-07-03,1,20.758,""
2012-07-03,1.5,15.245,""
2012-07-03,2,10.94,""
2012-07-03,2.5,7.904,""
2012-07-03,3,5.807,""
2012-07-03,4,4.3,""
2012-07-03,5,4.089,""
2012-07-03,7,4.128,""
2012-07-04,0,29.669,""
2012-07-04,0.5,26.933,""
2012-07-04,1,20.998,""
2012-07-04,1.5,15.342,""
2012-07-04,2,11.041,""
2012-07-04,2.5,7.964,""
2012-07-04,3,5.852,""
2012-07-04,4,4.314,""
2012-07-04,5,4.099,""
2012-07-04,7,4.145,""
2012-07-05,0,29.928,""
2012-07-05,0.5,27.286,""
2012-07-05,1,21.202,""
2012-07-05,1.5,15.427,""
2012-07-05,2,11.086,""
2012-07-05,2.5,7.992,""
2012-07-05,3,5.873,""
2012-07-05,4,4.326,""
2012-07-05,5,4.104,""
2012-07-05,7,4.134,""
2012-07-06,0,28.028,""
2012-07-06,0.5,26.696,""
2012-07-06,1,21.401,""
2012-07-06,1.5,15.516,""
2012-07-06,2,11.14,""
2012-07-06,2.5,8.027,""
2012-07-06,3,5.892,""
2012-07-06,4,4.337,""
2012-07-06,5,4.094,""
2012-07-06,7,4.141,""
2012-07-07,0,27.73,""
2012-07-07,0.5,25.636,""
2012-07-07,1,21.717,""
2012-07-07,1.5,15.665,""
2012-07-07,2,11.217,""
2012-07-07,2.5,8.093,""
2012-07-07,3,5.931,""
2012-07-07,4,4.362,""
2012-07-07,5,4.103,""
2012-07-07,7,4.179,""
2012-07-08,0,27.056,""
2012-07-08,0.5,25.436,""
2012-07-08,1,21.873,""
2012-07-08,1.5,15.732,""
2012-07-08,2,11.267,""
2012-07-08,2.5,8.118,""
2012-07-08,3,5.976,""
2012-07-08,4,4.378,""
2012-07-08,5,4.117,""
2012-07-08,7,4.161,""
2012-07-09,0,26.764,""
2012-07-09,0.5,25.13,""
2012-07-09,1,21.98,""
2012-07-09,1.5,15.828,""
2012-07-09,2,11.31,""
2012-07-09,2.5,8.14,""
2012-07-09,3,5.999,""
2012-07-09,4,4.394,""
2012-07-09,5,4.113,""
2012-07-09,7,4.183,""
2012-07-10,0,26.527,""
2012-07-10,0.5,24.775,""
2012-07-10,1,22.022,""
2012-07-10,1.5,15.924,""
2012-07-10,2,11.348,""
2012-07-10,2.5,8.173,""
2012-07-10,3,6.024,""
2012-07-10,4,4.401,""
2012-07-10,5,4.114,""
2012-07-10,7,4.155,""
2012-07-11,0,26.935,""
2012-07-11,0.5,24.586,""
2012-07-11,1,22.038,""
2012-07-11,1.5,16.036,""
2012-07-11,2,11.416,""
2012-07-11,2.5,8.216,""
2012-07-11,3,6.056,""
2012-07-11,4,4.403,""
2012-07-11,5,4.105,""
2012-07-11,7,4.157,""
2012-07-12,0,27.627,""
2012-07-12,0.5,25.042,""
2012-07-12,1,22.032,""
2012-07-12,1.5,16.137,""
2012-07-12,2,11.462,""
2012-07-12,2.5,8.248,""
2012-07-12,3,6.075,""
2012-07-12,4,4.41,""
2012-07-12,5,4.137,""
2012-07-12,7,4.159,""
2012-07-13,0,27.38,""
2012-07-13,0.5,25.45,""
2012-07-13,1,22.051,""
2012-07-13,1.5,16.218,""
2012-07-13,2,11.518,""
2012-07-13,2.5,8.28,""
2012-07-13,3,6.09,""
2012-07-13,4,4.41,""
2012-07-13,5,4.12,""
2012-07-13,7,4.159,""
2012-07-14,0,26.897,""
2012-07-14,0.5,25.547,""
2012-07-14,1,22.079,""
2012-07-14,1.5,16.303,""
2012-07-14,2,11.576,""
2012-07-14,2.5,8.311,""
2012-07-14,3,6.099,""
2012-07-14,4,4.398,""
2012-07-14,5,4.117,""
2012-07-14,7,4.16,""
2012-07-15,0,27.989,""
2012-07-15,0.5,25.608,""
2012-07-15,1,22.168,""
2012-07-15,1.5,16.405,""
2012-07-15,2,11.644,""
2012-07-15,2.5,8.358,""
2012-07-15,3,6.116,""
2012-07-15,4,4.406,""
2012-07-15,5,4.124,""
2012-07-15,7,4.16,""
2012-07-16,0,27.625,""
2012-07-16,0.5,26.262,""
2012-07-16,1,22.275,""
2012-07-16,1.5,16.502,""
2012-07-16,2,11.707,""
2012-07-16,2.5,8.422,""
2012-07-16,3,6.142,""
2012-07-16,4,4.401,""
2012-07-16,5,4.145,""
2012-07-16,7,4.161,""
2012-07-17,0,26.688,""
2012-07-17,0.5,26.513,""
2012-07-17,1,22.309,""
2012-07-17,1.5,16.549,""
2012-07-17,2,11.737,""
2012-07-17,2.5,8.436,""
2012-07-17,3,6.154,""
2012-07-17,4,4.377,""
2012-07-17,5,4.146,""
2012-07-17,7,4.162,""
2012-07-18,0,24.691,""
2012-07-18,0.5,24.675,""
2012-07-18,1,22.377,""
2012-07-18,1.5,16.596,""
2012-07-18,2,11.781,""
2012-07-18,2.5,8.466,""
2012-07-18,3,6.177,""
2012-07-18,4,4.367,""
2012-07-18,5,4.137,""
2012-07-18,7,4.163,""
2012-07-19,0,25.715,""
2012-07-19,0.5,24.008,""
2012-07-19,1,22.338,""
2012-07-19,1.5,16.647,""
2012-07-19,2,11.825,""
2012-07-19,2.5,8.51,""
2012-07-19,3,6.21,""
2012-07-19,4,4.381,""
2012-07-19,5,4.164,""
2012-07-19,7,4.164,""
2012-07-20,0,26.495,""
2012-07-20,0.5,24.204,""
2012-07-20,1,22.264,""
2012-07-20,1.5,16.761,""
2012-07-20,2,11.88,""
2012-07-20,2.5,8.549,""
2012-07-20,3,6.247,""
2012-07-20,4,4.366,""
2012-07-20,5,4.176,""
2012-07-20,7,4.181,""
2012-07-21,0,27.366,""
2012-07-21,0.5,25.173,""
2012-07-21,1,22.21,""
2012-07-21,1.5,16.889,""
2012-07-21,2,11.919,""
2012-07-21,2.5,8.595,""
2012-07-21,3,6.278,""
2012-07-21,4,4.368,""
2012-07-21,5,4.181,""
2012-07-21,7,4.17,""
2012-07-22,0,27.77,""
2012-07-22,0.5,25.077,""
2012-07-22,1,22.271,""
2012-07-22,1.5,16.922,""
2012-07-22,2,11.955,""
2012-07-22,2.5,8.615,""
2012-07-22,3,6.293,""
2012-07-22,4,4.367,""
2012-07-22,5,4.181,""
2012-07-22,7,4.195,""
2012-07-23,0,28.14,""
2012-07-23,0.5,26.151,""
2012-07-23,1,22.386,""
2012-07-23,1.5,16.928,""
2012-07-23,2,12.019,""
2012-07-23,2.5,8.67,""
2012-07-23,3,6.333,""
2012-07-23,4,4.372,""
2012-07-23,5,4.186,""
2012-07-23,7,4.198,""
2012-07-24,0,28.472,""
2012-07-24,0.5,26.069,""
2012-07-24,1,22.518,""
2012-07-24,1.5,16.965,""
2012-07-24,2,12.039,""
2012-07-24,2.5,8.684,""
2012-07-24,3,6.341,""
2012-07-24,4,4.377,""
2012-07-24,5,4.192,""
2012-07-24,7,4.195,""
2012-07-25,0,25.854,""
2012-07-25,0.5,25.52,""
2012-07-25,1,22.744,""
2012-07-25,1.5,17.182,""
2012-07-25,2,12.248,""
2012-07-25,2.5,8.817,""
2012-07-25,3,6.428,""
2012-07-25,4,4.411,""
2012-07-25,5,4.195,""
2012-07-25,7,4.207,""
2012-07-26,0,25.476,""
2012-07-26,0.5,24.562,""
2012-07-26,1,22.824,""
2012-07-26,1.5,17.318,""
2012-07-26,2,12.383,""
2012-07-26,2.5,8.926,""
2012-07-26,3,6.501,""
2012-07-26,4,4.448,""
2012-07-26,5,4.198,""
2012-07-26,7,4.214,""
2012-07-27,0,24.964,""
2012-07-27,0.5,23.974,""
2012-07-27,1,22.835,""
2012-07-27,1.5,17.569,""
2012-07-27,2,12.608,""
2012-07-27,2.5,9.079,""
2012-07-27,3,6.602,""
2012-07-27,4,4.462,""
2012-07-27,5,4.206,""
2012-07-27,7,4.222,""
2012-07-28,0,25.931,""
2012-07-28,0.5,23.163,""
2012-07-28,1,22.248,""
2012-07-28,1.5,17.645,""
2012-07-28,2,12.687,""
2012-07-28,2.5,9.121,""
2012-07-28,3,6.635,""
2012-07-28,4,4.466,""
2012-07-28,5,4.212,""
2012-07-28,7,4.225,""
2012-07-29,0,25.877,""
2012-07-29,0.5,23.786,""
2012-07-29,1,22.104,""
2012-07-29,1.5,17.69,""
2012-07-29,2,12.739,""
2012-07-29,2.5,9.168,""
2012-07-29,3,6.659,""
2012-07-29,4,4.475,""
2012-07-29,5,4.207,""
2012-07-29,7,4.228,""
2012-07-30,0,25.63,""
2012-07-30,0.5,24.402,""
2012-07-30,1,22.107,""
2012-07-30,1.5,17.722,""
2012-07-30,2,12.795,""
2012-07-30,2.5,9.215,""
2012-07-30,3,6.705,""
2012-07-30,4,4.507,""
2012-07-30,5,4.207,""
2012-07-30,7,4.229,""
2012-07-31,0,26.195,""
2012-07-31,0.5,24.234,""
2012-07-31,1,22.198,""
2012-07-31,1.5,17.716,""
2012-07-31,2,12.836,""
2012-07-31,2.5,9.243,""
2012-07-31,3,6.727,""
2012-07-31,4,4.526,""
2012-07-31,5,4.203,""
2012-07-31,7,4.246,""
2012-08-01,0,24.892,""
2012-08-01,0.5,23.918,""
2012-08-01,1,22.314,""
2012-08-01,1.5,17.756,""
