"lakeid","year4","daynum","sampledate","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass"
"R",2018,169,2018-06-18,"Nauplii",820.419672131147,0.160021333333333,0.293154498327795,0.143749885772727,11606.5641092893,80741.3797019609,0.0236696986608224
"L",2018,170,2018-06-19,"Cyclopoid",332.508250825083,0.41669,0.233484704655296,0.221882997777778,4704.02948779126,21200.4954633905,0.00494999142181566
"L",2018,170,2018-06-19,"Calanoid",102.970297029703,0.815378,0.790011249839197,0.119340016222222,1456.73171234826,12206.5653957654,0.00964332398455254
"L",2018,170,2018-06-19,"Mesocyclops edax",51.4851485148515,1.04086866666667,2.32336036798493,0.169252581333333,728.36585617413,4303.42539201607,0.00999840800239015
"L",2018,170,2018-06-19,"Holopedium gibberum",662.871287128713,0.218186666666667,0.0588733861682057,0.181128487363636,9377.71039824193,51773.8017621442,0.00304809902453884
"L",2018,170,2018-06-19,"Daphnia",111.551155115512,0.818908,1.25152329136306,0.1437983365,1578.12602171062,10974.5777324108,0.0137349396449865
"L",2018,170,2018-06-19,"Nauplii",1452.3102310231,0.176080666666667,0.306600956273927,0.184969965304348,20545.9868595786,111077.421816955,0.0340564437495208
"R",2018,176,2018-06-25,"Cyclopoid",435.799102132436,0.385210666666667,0.194137520871003,0.247252532666667,6165.29611550105,24935.2192635082,0.00484086165019236
"R",2018,176,2018-06-25,"Calanoid",21.6913580246914,0.83877,0.84021192032124,0.168478539375,306.869942400505,1821.41858268057,0.00153037760506283
"R",2018,176,2018-06-25,"Mesocyclops edax",67.0460157126824,1.12596916666667,2.95280184371167,0.231808059111111,948.50709469247,4091.77790595205,0.0120822093447539
"R",2018,176,2018-06-25,"Holopedium gibberum",82.8215488215488,0.206474,0.0499729696545206,0.157585475384615,1171.68523462011,7435.23622186884,0.000371560834089644
"R",2018,176,2018-06-25,"Daphnia",134.092031425365,0.865102,1.51692413431324,0.17723005627381,1897.01418938494,10703.6821477626,0.0162366737759589
"R",2018,176,2018-06-25,"Nauplii",832.159371492705,0.169702,0.30222331662562,0.143749885772727,11772.646881183,81896.7390332117,0.0247511040914401
"L",2018,177,2018-06-26,"Cyclopoid",276.18441273326,0.38605,0.188381183705062,0.221882997777778,3907.21017701605,17609.3266097352,0.00331726579099097
"L",2018,177,2018-06-26,"Calanoid",121.425905598244,0.821312,0.812043876453115,0.119340016222222,1717.82516403292,14394.3768269159,0.0116888655576557
"L",2018,177,2018-06-26,"Mesocyclops edax",57.1416026344676,1.24805733333333,4.14550631476911,0.169252581333333,808.388312486079,4776.2244222084,0.0197998685030194
"L",2018,177,2018-06-26,"Holopedium gibberum",502.369923161361,0.253496,0.0869672352903431,0.181128487363636,7107.08058060678,39237.7846469756,0.00341240164966533
"L",2018,177,2018-06-26,"Daphnia",235.709110867179,0.992887333333333,2.11082261119534,0.1437983365,3334.60178900508,23189.4322992052,0.0489487780379459
"L",2018,177,2018-06-26,"Nauplii",1119.02305159166,0.166065333333333,0.299585470202763,0.184969965304348,15830.9377861857,85586.5316303522,0.0256404813215027
"R",2018,183,2018-07-02,"Cyclopoid",439.911830357143,0.413566666666667,0.236667418424107,0.247252532666667,6223.47931786157,25170.5381972841,0.00595704629549659
"R",2018,183,2018-07-02,"Calanoid",35.0178571428572,0.758540666666667,0.682628420858825,0.168478539375,495.401338735249,2940.4417949789,0.00200722913913374
"R",2018,183,2018-07-02,"Mesocyclops edax",83.1674107142857,1.20533866666667,3.67225567005775,0.231808059111111,1176.57817949622,5075.65692067787,0.0186391099062272
"R",2018,183,2018-07-02,"Holopedium gibberum",70.0357142857143,0.226782666666667,0.0707674313028951,0.157585475384615,990.802677470498,6287.39847408062,0.000444943039588428
"R",2018,183,2018-07-02,"Daphnia",177.277901785714,1.094892,2.76625576992163,0.17723005627381,2507.9692773472,14150.9252441501,0.0391450786063599
"R",2018,183,2018-07-02,"Nauplii",987.065848214286,0.158577333333333,0.29295046596133,0.143749885772727,13964.1252355998,97141.8179606594,0.0284577408359059
"L",2018,184,2018-07-03,"Cyclopoid",269.376795580111,0.417854,0.236668877323476,0.221882997777778,3810.90209518486,17175.2776614348,0.00406485368185075
"L",2018,184,2018-07-03,"Calanoid",91.982320441989,0.780868,0.780163569795672,0.119340016222222,1301.28364225824,10904.0008829489,0.00850690425389657
"L",2018,184,2018-07-03,"Mesocyclops edax",50.3712707182321,1.27947733333333,4.43095802778405,0.169252581333333,712.607708855705,4210.32106714087,0.0186557559319961
"L",2018,184,2018-07-03,"Holopedium gibberum",273.756906077348,0.254016,0.0906275413205605,0.181128487363636,3872.86798291144,21381.8822167725,0.00193778741411191
"L",2018,184,2018-07-03,"Daphnia",111.692817679558,1.00455533333333,2.19365445632653,0.1437983365,1580.13013702787,10988.5147178171,0.0241050042791491
"L",2018,184,2018-07-03,"Nauplii",882.592265193371,0.166881333333333,0.299586912671119,0.184969965304348,12486.1263769065,67503.5341892502,0.0202231754021468
"R",2018,190,2018-07-09,"Cyclopoid",267.33,0.412743333333333,0.224444350562541,0.247252532666667,3781.94586104501,15295.8832019069,0.00343307457153247
"R",2018,190,2018-07-09,"Calanoid",38.19,0.761712,0.674228039344429,0.168478539375,540.277980149287,3206.80593595802,0.00216211847875905
"R",2018,190,2018-07-09,"Mesocyclops edax",53.0416666666667,1.19784666666667,3.49515964135315,0.231808059111111,750.386083540677,3237.10092918296,0.0113141845226671
"R",2018,190,2018-07-09,"Holopedium gibberum",61.5283333333333,0.175802666666667,0.0312667048091757,0.157585475384615,870.447856907185,5523.6553672393,0.00017270650183509
"R",2018,190,2018-07-09,"Daphnia",29.7033333333333,0.95418,1.94823630382146,0.17723005627381,420.216206782779,2371.02112146018,0.00461930942595618
"R",2018,190,2018-07-09,"Nauplii",791.381666666667,0.150394666666667,0.285104649929418,0.143749885772727,11195.7603664269,77883.6122633707,0.0222049800095869
"L",2018,191,2018-07-10,"Cyclopoid",158.471760797342,0.417660666666667,0.236381066988368,0.221882997777778,2241.91680634431,10104.0495612451,0.00238840601619047
"L",2018,191,2018-07-10,"Calanoid",44.3720930232558,0.821097333333333,0.803183978789568,0.119340016222222,627.736705776406,5260.06888257416,0.00422480305381311
"L",2018,191,2018-07-10,"Mesocyclops edax",25.3554817275747,1.21542818181818,3.61877607230923,0.169252581333333,358.706689015089,2119.35727177264,0.0076694793837654
"L",2018,191,2018-07-10,"Holopedium gibberum",128.890365448505,0.272850666666667,0.116551251474985,0.181128487363636,1823.42566916004,10067.0286364138,0.00117332478620853
"L",2018,191,2018-07-10,"Daphnia",54.9368770764119,0.925421333333333,2.17203120056468,0.1437983365,777.197826199359,5404.77619641559,0.011739342530684
"L",2018,191,2018-07-10,"Nauplii",769.116279069767,0.176152,0.308096475942595,0.184969965304348,10880.769566791,58824.5207749696,0.0181236275497801
"R",2018,197,2018-07-16,"Cyclopoid",341.279379157428,0.392466666666667,0.210828267903452,0.247252532666667,4828.11557051003,19527.0621434606,0.00411685668894887
"R",2018,197,2018-07-16,"Calanoid",18.3237250554324,0.784485333333333,0.7268835662711,0.168478539375,259.227681638122,1538.6391798016,0.00111841153421863
"R",2018,197,2018-07-16,"Mesocyclops edax",52.6807095343681,1.10647833333333,2.88242118900516,0.231808059111111,745.279584709602,3215.07193307879,0.00926719146408209
"R",2018,197,2018-07-16,"Holopedium gibberum",73.2949002217295,0.19229,0.0445927960860366,0.157585475384615,1036.91072655249,6579.98920282295,0.000293420116769807
"R",2018,197,2018-07-16,"Daphnia",36.6474501108647,0.898103333333333,1.72346645611409,0.17723005627381,518.455363276245,2925.32414747565,0.00504169804143482
"R",2018,197,2018-07-16,"Nauplii",1177.29933481153,0.168051333333333,0.30065304996629,0.143749885772727,16655.3785452494,115863.594991526,0.0348347432142612
"L",2018,198,2018-07-17,"Cyclopoid",207.089147286822,0.420840666666667,0.251138973406818,0.221882997777778,2929.71212901184,13203.8604055009,0.00331600394724442
"L",2018,198,2018-07-17,"Calanoid",84.0658914728683,0.830371333333333,0.824752041452705,0.119340016222222,1189.28908207412,9965.55153687553,0.00821910897424023
"L",2018,198,2018-07-17,"Mesocyclops edax",20.5038759689923,1.19882416666667,3.83319395592132,0.169252581333333,290.070507822955,1713.83210547128,0.00656945086815641
"L",2018,198,2018-07-17,"Holopedium gibberum",65.6124031007752,0.284878666666667,0.130947433256204,0.181128487363636,928.225625033456,5124.68048811084,0.000671063756176267
"L",2018,198,2018-07-17,"Daphnia",211.18992248062,1.00420733333333,2.0945353280967,0.1437983365,2987.72623057644,20777.1960600979,0.0435185711666666
"L",2018,198,2018-07-17,"Nauplii",647.922480620155,0.173028666666667,0.303578594806349,0.184969965304348,9166.22804720538,49555.2239095863,0.0150439052397862
"R",2018,204,2018-07-23,"Cyclopoid",393.578021978022,0.381328666666667,0.179651426446127,0.247252532666667,5567.9900169007,22519.4458347861,0.00404565056699562
"R",2018,204,2018-07-23,"Calanoid",19.2510989010989,0.770092,0.701760409725876,0.168478539375,272.347337783186,1616.51055851686,0.001134403111871
"R",2018,204,2018-07-23,"Mesocyclops edax",47.0582417582418,1.07278666666667,2.60835333301839,0.231808059111111,665.737936803344,2871.93611540589,0.00749102413883484
"R",2018,204,2018-07-23,"Holopedium gibberum",38.5021978021978,0.234025333333333,0.0778873108721335,0.157585475384615,544.694675566372,3456.50304532794,0.000269217727221933
"R",2018,204,2018-07-23,"Daphnia",42.7802197802198,0.764596666666667,1.15021075284842,0.17723005627381,605.216306184858,3414.8626870029,0.00392781178209159
"R",2018,204,2018-07-23,"Nauplii",748.653846153846,0.175635333333333,0.307244423233802,0.143749885772727,10591.285358235,73678.5653866896,0.0226373283269274
"L",2018,205,2018-07-24,"Cyclopoid",545.291479820628,0.388128666666667,0.190090436227675,0.221882997777778,7714.29639460866,34767.4065695414,0.00660895148130908
"L",2018,205,2018-07-24,"Calanoid",16.1434977578475,0.830098666666667,0.825627831515117,0.119340016222222,228.383774840388,1913.72334335129,0.00158002325409099
"L",2018,205,2018-07-24,"Mesocyclops edax",34.0807174887893,1.09563444444444,2.93190007829087,0.169252581333333,482.143524663041,2848.66275518415,0.00835199455494867
"L",2018,205,2018-07-24,"Holopedium gibberum",60.9865470852018,0.300409333333333,0.160505767001747,0.181128487363636,862.783149397021,4763.37633000206,0.000764549371364945
"L",2018,205,2018-07-24,"Daphnia",82.5112107623319,0.911327333333333,1.61603747772937,0.1437983365,1167.29484918421,8117.58242546989,0.0131183174281166
"L",2018,205,2018-07-24,"Nauplii",828.699551569507,0.162952666666667,0.295820283011422,0.184969965304348,11723.7004418066,63381.6437307349,0.0187495757861551
"R",2018,211,2018-07-30,"Cyclopoid",407.816870144284,0.396006,0.207789487986791,0.247252532666667,5769.42851197586,23334.1533441597,0.00484859177598822
"R",2018,211,2018-07-30,"Calanoid",19.7330743618202,0.777506,0.718583652919327,0.168478539375,279.165895740767,1656.98193239555,0.00119068012980212
"R",2018,211,2018-07-30,"Mesocyclops edax",39.4661487236404,0.99731,1.96839748946177,0.231808059111111,558.331791481535,2408.59525601702,0.00474107285507342
"R",2018,211,2018-07-30,"Holopedium gibberum",32.8884572697003,0.184134,0.0432895468022842,0.157585475384615,465.276492901279,2952.53412007477,0.000127813863976318
"R",2018,211,2018-07-30,"Daphnia",19.7330743618202,0.86587,1.96330775280485,0.17723005627381,279.165895740767,1575.16113017237,0.00309252605878427
"R",2018,211,2018-07-30,"Nauplii",1414.20366259711,0.161656666666667,0.295788856936566,0.143749885772727,20006.889194755,139178.47021031,0.0411674406136876
"L",2018,212,2018-07-31,"Cyclopoid",614.379802414929,0.34552,0.147445619516923,0.221882997777778,8691.69622134737,39172.4301023386,0.00577580322442269
"L",2018,212,2018-07-31,"Calanoid",23.3040614709111,0.796723333333333,0.75144578842601,0.119340016222222,329.68502908559,2762.56899841279,0.00207592083909355
"L",2018,212,2018-07-31,"Mesocyclops edax",36.0153677277717,1.19098733333333,3.75644830353738,0.169252581333333,509.513226768639,3010.37197042911,0.0113083066813349
"L",2018,212,2018-07-31,"Holopedium gibberum",52.9637760702525,0.248634666666667,0.122982271037601,0.181128487363636,749.284157012704,4136.75489658582,0.000508747511908039
"L",2018,212,2018-07-31,"Daphnia",72.0307354555434,1.03676133333333,2.80378215608393,0.1437983365,1019.02645353728,7086.49681449742,0.0198689933176335
"L",2018,212,2018-07-31,"Nauplii",915.214050493963,0.155259333333333,0.289821182167477,0.184969965304348,12947.6302331795,69998.55469441,0.0202870638715487
"R",2018,218,2018-08-06,"Cyclopoid",496.132675438597,0.389541333333333,0.193975260527713,0.247252532666667,7018.84157559641,28387.3394537028,0.00550644156622062
"R",2018,218,2018-08-06,"Calanoid",0,0.77062,0.713169743041142,0.168478539375,0,0,0
"R",2018,218,2018-08-06,"Mesocyclops edax",40.2269736842105,1.02123923076923,2.34831566975918,0.231808059111111,569.095262886196,2455.02794453499,0.00576518059184819
"R",2018,218,2018-08-06,"Holopedium gibberum",49.8048245614035,0.197223333333333,0.0498299224100392,0.157585475384615,704.594135001956,4471.18703854064,0.000222798903211253
"R",2018,218,2018-08-06,"Daphnia",30.6491228070176,0.803585333333333,1.11415387500424,0.17723005627381,433.596390770435,2446.51725495451,0.0027257966798723
"R",2018,218,2018-08-06,"Nauplii",1283.43201754386,0.179582666666667,0.309969584514853,0.143749885772727,18156.848863512,126308.614201047,0.0391518286645454
"L",2018,219,2018-08-07,"Cyclopoid",745.155801104972,0.352867333333333,0.153581762405727,0.221882997777778,10541.7981439518,47510.6170798615,0.00729676430410876
"L",2018,219,2018-08-07,"Calanoid",7.3414364640884,0.794228571428571,0.762520000844197,0.119340016222222,103.860080235978,870.287130199322,0.000663611343254281
"L",2018,219,2018-08-07,"Mesocyclops edax",12.8475138121547,1.25070866666667,4.54913176765433,0.169252581333333,181.755140412962,1073.86923721421,0.00488517266131787
"L",2018,219,2018-08-07,"Holopedium gibberum",58.7314917127072,0.234595333333333,0.090912052157027,0.181128487363636,830.880641887825,4587.24441407021,0.000417035803428981
"L",2018,219,2018-08-07,"Daphnia",73.414364640884,0.896632,1.58224190402899,0.1437983365,1038.60080235978,7222.62042551362,0.0114279326941433
"L",2018,219,2018-08-07,"Nauplii",1266.39779005525,0.172776666666667,0.304914262647766,0.184969965304348,17915.8638407062,96858.2321525963,0.029533456438175
"R",2018,225,2018-08-13,"Cyclopoid",518.7352297593,0.383232666666667,0.182962071673611,0.247252532666667,7338.60230863135,29680.59509637,0.00543042316733747
"R",2018,225,2018-08-13,"Calanoid",8.79212253829322,0.84633,0.860496912827798,0.168478539375,124.383089976802,738.272603966195,0.000635281296538251
"R",2018,225,2018-08-13,"Mesocyclops edax",85.7231947483589,1.005202,2.11305692930012,0.231808059111111,1212.73512727382,5231.63487897775,0.0110547423325921
"R",2018,225,2018-08-13,"Holopedium gibberum",48.3566739606127,0.205694,0.0484626205844864,0.157585475384615,684.106994872413,4341.18051300559,0.000210384984090556
"R",2018,225,2018-08-13,"Daphnia",46.1586433260394,0.909061333333333,1.73474270848627,0.17723005627381,653.011222378213,3684.53994828817,0.00639172880941927
"R",2018,225,2018-08-13,"Nauplii",1529.82932166302,0.172205333333333,0.304742725873886,0.143749885772727,21642.6576559636,150557.738113137,0.0458813755140042
"L",2018,226,2018-08-14,"Cyclopoid",728.735421166307,0.392199333333333,0.194133194420673,0.221882997777778,10309.4972875353,46463.6650432339,0.00902013971933516
"L",2018,226,2018-08-14,"Calanoid",5.49298056155508,0.874714285714286,0.922457726357892,0.119340016222222,77.7097785492609,651.162795256859,0.000600670151601492
"L",2018,226,2018-08-14,"Mesocyclops edax",18.3099352051836,1.2474675,4.44595482766613,0.169252581333333,259.032595164203,1530.44989401995,0.00680431109481913
"L",2018,226,2018-08-14,"Holopedium gibberum",76.9017278617711,0.220127333333333,0.0648761816976953,0.181128487363636,1087.93689968965,6006.43728396791,0.000389674716590513
"L",2018,226,2018-08-14,"Daphnia",65.9157667386609,0.90092,1.67891269675567,0.1437983365,932.517342591131,6484.89659399593,0.0108875752288074
"L",2018,226,2018-08-14,"Nauplii",1440.99190064795,0.168599333333333,0.300939236454322,0.184969965304348,20385.8652394228,110211.759005739,0.033167042603475
"R",2018,232,2018-08-20,"Cyclopoid",803.128424657534,0.453904666666667,0.293264222450978,0.247252532666667,11361.9429974981,45952.7871158985,0.0134763083829993
"R",2018,232,2018-08-20,"Calanoid",12.2802511415525,0.728932,0.626614706575525,0.168478539375,173.730015252264,1031.16999884226,0.000646146286254027
"R",2018,232,2018-08-20,"Mesocyclops edax",142.450913242009,0.896569333333333,1.32121035550404,0.231808059111111,2015.26817692626,8693.69332823886,0.0114861976528455
"R",2018,232,2018-08-20,"Holopedium gibberum",41.7528538812785,0.183349333333333,0.0328637625849226,0.157585475384615,590.682051857698,3748.32801320068,0.000123184161916242
"R",2018,232,2018-08-20,"Daphnia",19.648401826484,0.727355714285714,0.90027612129666,0.17723005627381,277.968024403623,1568.40228033432,0.00141199512157221
"R",2018,232,2018-08-20,"Nauplii",1736.42751141553,0.175925333333333,0.307582050216442,0.143749885772727,24565.4241566702,170890.042970252,0.0525627097783661
"L",2018,233,2018-08-21,"Cyclopoid",2132.08524590164,0.377772666666667,0.181169108847073,0.221882997777778,30162.8360869818,135940.276583025,0.0246281787649712
"L",2018,233,2018-08-21,"Calanoid",17.572131147541,0.833866,0.835708979285193,0.119340016222222,248.594802914685,2083.08001610942,0.00174084867403219
"L",2018,233,2018-08-21,"Mesocyclops edax",44.9065573770492,1.316836,5.11872292642367,0.169252581333333,635.297829670862,3753.54883610124,0.0192133764828023
"L",2018,233,2018-08-21,"Holopedium gibberum",388.539344262295,0.213086666666667,0.0606832908983088,0.181128487363636,5496.70730889137,30347.0060888661,0.00184155619838341
"L",2018,233,2018-08-21,"Daphnia",228.437704918033,1.007284,2.82351713457687,0.1437983365,3231.73243789091,22474.0599686347,0.0634558934049481
"L",2018,233,2018-08-21,"Nauplii",1856.78852459016,0.151354666666667,0.285920273367635,0.184969965304348,26268.1841746517,142013.240535728,0.0406044645557992
"R",2019,134,2019-05-14,"Cyclopoid",243.815418023887,0.445333333333333,0.285172856286022,0.247252532666667,3449.28257604608,13950.4438593405,0.00397828792182592
"R",2019,134,2019-05-14,"Calanoid",2.06623235613464,0.7135,0.75174333956398,0.168478539375,29.231208271577,173.501078416368,0.000130428280106672
"R",2019,134,2019-05-14,"Mesocyclops edax",4.13246471226927,NA,NA,0.231808059111111,58.4624165431539,252.201829251896,NA
"R",2019,134,2019-05-14,"Holopedium gibberum",8.26492942453855,0.166833333333333,0.0349488874587795,0.157585475384615,116.924833086308,741.977220939508,2.59312783915928e-05
"R",2019,134,2019-05-14,"Daphnia",4.13246471226927,1.18825,3.49600085726337,0.17723005627381,58.4624165431539,329.867392542227,0.00115321668711086
"R",2019,134,2019-05-14,"Nauplii",669.459283387622,0.16,0.290927442971157,0.143749885772727,9470.91147999094,65884.6539534977,0.0191676539057306
"L",2019,135,2019-05-15,"Cyclopoid",288.692434210526,0.425644,0.235736158577239,0.221882997777778,4084.16248336329,18406.8293842582,0.00433915525063166
"L",2019,135,2019-05-15,"Calanoid",3.29934210526316,0.39195,0.149219081418651,0.119340016222222,46.6761426670091,391.118956948136,5.83624114812217e-05
"L",2019,135,2019-05-15,"Mesocyclops edax",3.29934210526316,NA,NA,0.169252581333333,46.6761426670091,275.778025358935,NA
"L",2019,135,2019-05-15,"Holopedium gibberum",56.0888157894737,0.186952666666667,0.0345957987094931,0.181128487363636,793.494425339154,4380.83725475013,0.000151558563844384
"L",2019,135,2019-05-15,"Daphnia",4.94901315789474,1.2276425,4.11850153666769,0.1437983365,70.0142140005136,486.891682509231,0.00200526414260499
"L",2019,135,2019-05-15,"Nauplii",544.391447368421,0.178142,0.308439538288297,0.184969965304348,7701.5635400565,41636.8329170869,0.0128424455207332
"R",2019,140,2019-05-20,"Cyclopoid",269.582677165354,0.444650666666667,0.292856245032499,0.247252532666667,3813.81472380558,15424.7751587126,0.00451724173345113
"R",2019,140,2019-05-20,"Calanoid",2.01181102362205,0.57225,0.366611038085105,0.168478539375,28.4613039089969,168.931331044173,6.19320906392027e-05
"R",2019,140,2019-05-20,"Mesocyclops edax",2.01181102362205,NA,NA,0.231808059111111,28.4613039089969,122.779613522214,NA
"R",2019,140,2019-05-20,"Holopedium gibberum",26.1535433070866,0.226281666666667,0.0646505621920331,0.157585475384615,369.996950816959,2347.91277504425,0.000151793880884467
"R",2019,140,2019-05-20,"Daphnia",4.02362204724409,1.6799325,9.08746562576125,0.17723005627381,56.9226078179937,321.179200722318,0.00291870494627354
"R",2019,140,2019-05-20,"Nauplii",734.311023622047,0.174875333333333,0.304705517306214,0.143749885772727,10388.3759267839,72267.0203940767,0.0220201598333558
"L",2019,141,2019-05-21,"Cyclopoid",198.966267682263,0.467036,0.30408515453738,0.221882997777778,2814.79688979355,12685.9512354915,0.00385760944189808
"L",2019,141,2019-05-21,"Calanoid",1.87704026115343,NA,NA,0.119340016222222,26.5546876395618,222.51285428112,NA
"L",2019,141,2019-05-21,"Mesocyclops edax",0,NA,NA,0.169252581333333,0,0,NA
