"year","lake","doyCat","mean_chl"
2010,"L",232,3.78285
2010,"L",233,4.82222
2010,"L",234,4.29228
2010,"L",235,2.47189
2010,"L",236,4.60499
2010,"L",237,3.7433
2010,"L",238,2.65808
2010,"L",239,2.06667
2010,"L",240,2.38572
2010,"L",241,2.31487
2010,"L",242,2.11225
2010,"L",243,4.14853
2010,"L",244,3.40392
2010,"L",245,3.79902
2010,"L",246,3.99657
2011,"L",136,3.30179
2011,"L",137,2.88056
2011,"L",138,3.28478
2011,"L",139,3.13585
2011,"L",140,3.20393
2011,"L",141,2.92736
2011,"L",142,2.85929
2011,"L",143,3.8762
2011,"L",144,3.80813
2011,"L",145,3.03374
2011,"L",146,2.84227
2011,"L",147,2.66356
2011,"L",148,2.59548
2011,"L",149,2.35295
2011,"L",150,2.65505
2011,"L",151,2.18701
2011,"L",152,2.24658
2011,"L",153,2.05086
2011,"L",154,1.59984
2011,"L",155,1.55303
2011,"L",156,1.95725
2011,"L",157,1.6977
2011,"L",158,2.19552
2011,"L",159,1.30865
2011,"L",160,2.23807
2011,"L",161,2.47635
2011,"L",162,1.89768
2011,"L",163,1.17411
2011,"L",164,1.519
2011,"L",165,1.37951
2011,"L",166,1.61686
2011,"L",167,3.15713
2011,"L",168,1.82535
2011,"L",169,2.4338
2011,"L",170,3.52305
2011,"L",171,3.38264
2011,"L",172,3.05927
2011,"L",173,2.23807
2011,"L",174,3.76558
2011,"L",175,3.07203
2011,"L",176,2.13595
2011,"L",177,1.519
2011,"L",178,3.11458
2011,"L",179,3.14862
2011,"L",180,2.11468
2011,"L",181,2.27637
2011,"L",182,1.81684
2011,"L",183,1.89768
2011,"L",184,1.77003
2011,"L",185,1.75727
2011,"L",186,1.97001
2011,"L",187,1.66366
2011,"L",188,2.45082
2011,"L",189,1.59558
2011,"L",190,2.94864
2011,"L",191,2.68484
2011,"L",192,2.49337
2011,"L",193,2.43805
2011,"L",194,2.3487
2011,"L",195,2.81674
2011,"L",196,1.88066
2011,"L",197,1.95299
2011,"L",198,2.03809
2011,"L",199,2.36997
2011,"L",200,2.06362
2011,"L",201,1.33107
2011,"L",202,2.00831
2011,"L",203,1.94448
2011,"L",204,2.96566
2011,"L",205,2.23807
2011,"L",206,3.16564
2011,"L",207,2.09341
2011,"L",208,3.48901
2011,"L",209,2.50188
2011,"L",210,2.40401
2011,"L",211,1.81684
2011,"L",212,2.33593
2011,"L",213,3.37413
2011,"L",214,4.36552
2011,"L",215,2.83376
2011,"L",216,2.70611
2011,"L",217,2.93162
2011,"L",218,1.96576
2011,"L",219,3.24223
2011,"L",220,2.94864
2011,"L",221,5.23351
2011,"L",222,4.00385
2011,"L",223,3.4805
2011,"L",224,4.59528
2011,"L",225,3.48476
2011,"L",226,4.33148
2011,"L",227,3.68048
2011,"L",228,3.34434
2011,"L",229,3.4805
2011,"L",230,3.76558
2011,"L",231,4.45487
2011,"L",232,5.03779
2011,"L",233,5.0463
2011,"L",234,5.21224
2011,"L",235,5.46753
2011,"L",236,4.46338
2011,"L",237,3.98258
2011,"L",238,4.57826
2011,"L",239,3.39966
2011,"L",240,2.46784
2011,"L",241,2.42529
2011,"L",242,2.88907
2011,"L",243,3.59113
2011,"L",244,3.09331
2011,"L",245,3.54007
2011,"L",246,3.51879
2008,"R",136,8.08505
2008,"R",137,14.42403
2008,"R",138,11.80493
2008,"R",139,11.748
2008,"R",140,11.99472
2008,"R",141,13.41815
2008,"R",142,10.5713
2008,"R",143,9.94499
2008,"R",144,8.50259
2008,"R",145,6.62252
2008,"R",146,5.99204
2008,"R",147,6.31484
2008,"R",148,5.48262
2008,"R",149,5.31617
2008,"R",150,2.91532
2008,"R",151,4.63526
2008,"R",152,5.89621
2008,"R",153,5.27078
2008,"R",154,3.86355
2008,"R",155,3.96947
2008,"R",156,3.58614
2008,"R",157,3.75259
2008,"R",158,4.83701
2008,"R",159,4.90762
2008,"R",160,3.10698
2008,"R",161,3.60632
2008,"R",162,3.99974
2008,"R",163,4.52934
2008,"R",164,4.48394
2008,"R",165,4.74118
2008,"R",166,3.84338
2008,"R",167,3.75259
2008,"R",168,5.91638
2008,"R",169,5.1699
2008,"R",170,3.9493
2008,"R",171,4.44359
2008,"R",172,4.78657
2008,"R",173,4.62517
2008,"R",174,5.21025
2008,"R",175,4.9631
2008,"R",176,5.99708
2008,"R",177,5.24556
2008,"R",178,6.24927
2008,"R",179,6.13327
2008,"R",180,6.21397
2008,"R",181,7.92886
2008,"R",182,6.46111
2008,"R",183,6.43085
2008,"R",184,6.69817
2008,"R",185,6.43589
2008,"R",186,5.86594
2008,"R",187,5.61375
2008,"R",188,6.23919
2008,"R",189,7.59093
2008,"R",190,8.33741
2008,"R",191,7.47996
2008,"R",192,6.3098
2008,"R",193,8.25166
2008,"R",194,6.62756
2008,"R",195,6.64773
2008,"R",196,7.07646
2008,"R",197,6.28458
2008,"R",198,5.19512
2008,"R",199,5.07407
2008,"R",200,6.21397
2008,"R",201,6.17866
2008,"R",202,7.80781
2008,"R",203,6.73852
2008,"R",204,6.09292
2008,"R",205,6.91001
2008,"R",206,6.36024
2008,"R",207,6.69313
2008,"R",208,7.95912
2008,"R",209,6.79905
2008,"R",210,7.17229
2008,"R",211,7.64136
2008,"R",212,8.53878
2008,"R",213,6.78392
2008,"R",214,6.82931
2008,"R",215,6.85957
2008,"R",216,7.79888
2008,"R",217,7.93886
2008,"R",218,8.23882
2008,"R",219,8.13883
2008,"R",220,8.15883
2008,"R",221,7.15897
2008,"R",222,7.21897
2008,"R",223,7.15897
2008,"R",224,10.17854
2008,"R",225,6.73903
2008,"R",226,7.85887
2008,"R",227,6.09796
2008,"R",228,6.21397
2008,"R",229,6.20388
2008,"R",230,6.794
2008,"R",231,5.60871
2008,"R",232,6.67295
2008,"R",233,5.83064
2008,"R",234,6.38546
2008,"R",235,6.09796
2008,"R",236,8.73875
2008,"R",237,6.20388
2008,"R",238,7.98939
2008,"R",239,6.16857
2008,"R",240,6.16353
2009,"R",138,3.93578
2009,"R",139,3.11203
2009,"R",140,3.06454
2009,"R",141,3.11707
2009,"R",142,2.85686
2009,"R",143,2.54712
2009,"R",144,2.13252
2009,"R",145,2.55217
2009,"R",146,3.24689
2009,"R",147,3.89886
2009,"R",148,3.52562
2009,"R",149,3.21795
2009,"R",150,2.81949
2009,"R",151,2.86992
2009,"R",152,3.42474
2009,"R",153,3.85347
2009,"R",154,3.53571
2009,"R",155,2.62782
2009,"R",156,2.58747
2009,"R",157,2.8094
2009,"R",158,2.94558
2009,"R",159,3.54075
2009,"R",160,3.33395
2009,"R",161,2.81949
2009,"R",162,2.81949
2009,"R",163,2.69339
2009,"R",164,2.6026
2009,"R",165,3.11203
2009,"R",166,2.9708
2009,"R",167,3.06159
2009,"R",168,3.12716
2009,"R",169,3.03133
2009,"R",170,3.70215
2009,"R",171,3.83329
2009,"R",172,3.69711
2009,"R",173,4.05017
2009,"R",174,4.2368
2009,"R",175,4.21158
2009,"R",176,4.41333
2009,"R",177,4.92275
2009,"R",178,5.71967
2009,"R",179,6.91901
2009,"R",180,8.55877
2009,"R",181,8.55877
2009,"R",182,8.31881
2009,"R",183,6.83902
2009,"R",184,6.59905
2009,"R",185,5.39687
2009,"R",186,4.32254
2009,"R",187,3.51049
2009,"R",188,2.73374
2009,"R",189,2.05283
2009,"R",190,1.8309
2009,"R",191,2.11335
2009,"R",192,2.37059
2009,"R",193,2.16884
2009,"R",194,1.60261
2009,"R",195,2.27476
2009,"R",196,2.1184
2009,"R",197,2.01752
2009,"R",198,2.29493
2009,"R",199,2.01752
2009,"R",200,1.78046
2009,"R",201,1.60676
2009,"R",202,2.34537
2009,"R",203,2.31511
2009,"R",204,1.28832
2009,"R",205,2.08309
2009,"R",206,3.99469
2009,"R",207,2.03265
2009,"R",208,3.27847
2009,"R",209,4.5142
2009,"R",210,3.88373
2009,"R",211,6.69313
2009,"R",212,2.1991
2009,"R",213,6.78896
2009,"R",214,7.11681
2009,"R",215,5.09424
2009,"R",216,3.12211
2009,"R",217,2.05787
2009,"R",218,2.1184
2009,"R",219,2.8094
2009,"R",220,2.52695
2009,"R",221,3.44996
2009,"R",222,2.17388
2009,"R",223,1.9923
2009,"R",224,2.06796
2009,"R",225,1.97717
2009,"R",226,2.33024
2009,"R",227,2.06292
2009,"R",228,2.51181
2009,"R",229,2.52695
2009,"R",230,3.58614
2009,"R",231,4.57473
2009,"R",232,5.42713
2009,"R",233,6.79905
2009,"R",234,7.22777
2009,"R",235,4.99337
2009,"R",236,7.68171
2009,"R",237,7.49005
2009,"R",238,5.94665
2009,"R",239,2.84975
2009,"R",240,4.15609
2009,"R",241,4.53438
2009,"R",242,3.88877
2009,"R",243,3.65676
2009,"R",244,2.89514
2009,"R",245,2.25458
2009,"R",246,3.41466
2009,"R",247,3.01115
2010,"R",137,3.00233
2010,"R",138,2.46711
2010,"R",139,1.94718
2010,"R",140,1.96757
2010,"R",141,1.53147
2010,"R",142,1.85513
2010,"R",143,1.78975
2010,"R",144,1.59792
2010,"R",145,2.38046
2010,"R",146,1.95738
2010,"R",147,1.83504
2010,"R",148,1.97777
2010,"R",149,2.43653
2010,"R",150,2.73217
2010,"R",151,1.92673
2010,"R",152,3.42925
2010,"R",153,3.31274
2010,"R",154,3.39379
2010,"R",155,4.84755
2010,"R",156,4.84248
2010,"R",157,6.20506
2010,"R",158,6.17973
2010,"R",159,7.06111
2010,"R",160,8.11542
2010,"R",161,8.2578
2010,"R",162,10.19854
2010,"R",163,11.23839
2010,"R",164,11.49835
2010,"R",165,12.51821
2010,"R",166,12.85816
2010,"R",167,13.49807
2010,"R",168,13.05813
2010,"R",169,12.15826
2010,"R",170,12.45822
2010,"R",171,12.19825
2010,"R",172,10.85844
2010,"R",173,11.47836
2010,"R",174,10.07856
2010,"R",175,10.57848
2010,"R",176,9.83859
2010,"R",177,10.4785
2010,"R",178,8.65876
2010,"R",179,7.91887
2010,"R",180,7.63891
2010,"R",181,5.97691
2010,"R",182,5.28086
2010,"R",183,4.70587
2010,"R",184,4.95806
2010,"R",185,5.07911
2010,"R",186,4.50916
2010,"R",187,6.60234
2010,"R",188,2.80436
2010,"R",189,2.84975
2010,"R",190,2.97584
2010,"R",191,2.36554
2010,"R",192,3.73746
2010,"R",193,3.50544
2010,"R",194,3.47518
2010,"R",195,3.283516646
2010,"R",196,3.495356429
2010,"R",197,3.767721865
2010,"R",198,3.439874581
2010,"R",199,3.661801974
2010,"R",200,3.803028496
2010,"R",201,3.737459039
2010,"R",202,3.42979
2010,"R",203,4.11574
2010,"R",204,4.08044
2010,"R",205,3.63658
2010,"R",206,2.4866
2010,"R",207,2.83462
2010,"R",208,3.42474
2010,"R",209,3.76268
2010,"R",210,2.51686
2010,"R",211,3.19273
2010,"R",212,3.49031
2010,"R",213,3.43483
2010,"R",214,6.75365
2010,"R",215,3.00106
2010,"R",216,3.84842
2010,"R",217,3.96443
2010,"R",218,3.99974
2010,"R",219,3.54075
2010,"R",220,3.73746
2010,"R",221,2.92541
2010,"R",222,2.46138
2010,"R",223,4.46377
2010,"R",224,2.74887
2010,"R",225,4.14096
2010,"R",226,3.67189
2010,"R",227,5.28591
2010,"R",228,4.36793
2010,"R",229,3.96947
2010,"R",230,4.66552
2010,"R",231,2.37563
2010,"R",232,4.3982
2010,"R",233,4.02496
2010,"R",234,3.53571
2010,"R",235,3.16751
2010,"R",236,4.89753
2010,"R",237,4.97823
2010,"R",238,3.6618
2010,"R",239,4.18131
2010,"R",240,4.1914
2010,"R",241,4.25697
2010,"R",242,3.98461
2010,"R",243,5.26573
2010,"R",244,5.55323
2010,"R",245,5.70959
2010,"R",246,7.22777
2011,"R",136,7.65637
2011,"R",137,5.40797
2011,"R",138,8.75014
2011,"R",139,7.58465
2011,"R",140,6.11853
2011,"R",141,8.26601
2011,"R",142,5.97387
2011,"R",143,7.06466
2011,"R",144,6.84949
2011,"R",145,4.86759
2011,"R",146,4.42934
2011,"R",147,3.53581
2011,"R",148,4.71442
2011,"R",149,4.24638
2011,"R",150,8.75014
2011,"R",151,5.06757
2011,"R",152,5.08034
2011,"R",153,3.7443
2011,"R",154,4.11022
2011,"R",155,2.51889
2011,"R",156,2.12745
2011,"R",157,2.55719
2011,"R",158,2.02958
2011,"R",159,1.73174
2011,"R",160,2.58272
2011,"R",161,2.72313
2011,"R",162,2.45082
2011,"R",163,2.22105
2011,"R",164,1.90194
2011,"R",165,2.42954
2011,"R",166,2.32742
2011,"R",167,3.80813
2011,"R",168,2.1785
2011,"R",169,1.99554
2011,"R",170,3.76132
2011,"R",171,3.28478
2011,"R",172,3.12734
2011,"R",173,3.13585
2011,"R",174,3.76983
2011,"R",175,2.79546
2011,"R",176,1.89768
2011,"R",177,1.63388
2011,"R",178,2.88907
2011,"R",179,3.0848
2011,"R",180,2.07213
2011,"R",181,2.79972
2011,"R",182,2.05937
2011,"R",183,1.66792
2011,"R",184,1.519
2011,"R",185,4.41232
2011,"R",186,1.84237
2011,"R",187,1.37413
2011,"R",188,2.92311
2011,"R",189,1.68919
2011,"R",190,2.54868
2011,"R",191,2.1785
2011,"R",192,2.02107
2011,"R",193,2.4338
2011,"R",194,2.267856446
2011,"R",195,3.055011123
2011,"R",196,1.893426114
2011,"R",197,1.829602761
2011,"R",198,1.833857652
2011,"R",199,2.655051449
2011,"R",200,1.757269629
2011,"R",201,2.79546
2011,"R",202,1.84237
2011,"R",203,1.70621
2011,"R",204,3.03374
2011,"R",205,2.23807
2011,"R",206,2.69335
2011,"R",207,2.42954
2011,"R",208,3.10181
2011,"R",209,2.56144
2011,"R",210,2.65931
2011,"R",211,2.88482
2011,"R",212,3.06778
2011,"R",213,3.81664
2011,"R",214,5.55263
2011,"R",215,5.02503
2011,"R",216,4.96971
2011,"R",217,4.58252
2011,"R",218,4.47614
2011,"R",219,5.02503
2011,"R",220,5.32712
2011,"R",221,5.83345
2011,"R",222,7.20811
2011,"R",223,6.93915
2011,"R",224,6.41916
2011,"R",225,6.50881
2011,"R",226,6.52674
2011,"R",227,6.11434
2011,"R",228,5.39095
2011,"R",229,4.44636
2011,"R",230,4.49316
2011,"R",231,4.40381
2011,"R",232,4.62507
2011,"R",233,4.59954
2011,"R",234,4.36977
2011,"R",235,3.91875
2011,"R",236,3.47625
2011,"R",237,3.04225
2011,"R",238,3.02097
2011,"R",239,2.63378
2011,"R",240,2.9614
2011,"R",241,2.47635
2011,"R",242,2.2168
2011,"R",243,2.82099
2011,"R",244,3.17415
2011,"R",245,3.39966
2011,"R",246,2.7444
2011,"L",134,NA
2011,"L",135,NA
2011,"L",136,3.30179
2011,"L",137,2.88056
2011,"L",138,3.28478
2011,"L",139,3.13585
2011,"L",140,3.20393
2011,"L",141,2.92736
2011,"L",142,2.85929
2011,"L",143,3.8762
2011,"L",144,3.80813
2011,"L",145,3.03374
2011,"L",146,2.84227
2011,"L",147,2.66356
2011,"L",148,2.59548
2011,"L",149,2.35295
2011,"L",150,2.65505
2011,"L",151,2.18701
2011,"L",152,2.24658
2011,"L",153,2.05086
2011,"L",154,1.59984
2011,"L",155,1.55303
2011,"L",156,1.95725
2011,"L",157,1.6977
2011,"L",158,2.19552
2011,"L",159,1.30865
2011,"L",160,2.23807
2011,"L",161,2.47635
2011,"L",162,1.89768
2011,"L",163,1.17411
2011,"L",164,1.519
2011,"L",165,1.37951
2011,"L",166,1.61686
2011,"L",167,3.15713
2011,"L",168,1.82535
2011,"L",169,2.4338
2011,"L",170,3.52305
2011,"L",171,3.38264
2011,"L",172,3.05927
2011,"L",173,2.23807
2011,"L",174,3.76558
2011,"L",175,3.07203
2011,"L",176,2.13595
2011,"L",177,1.519
2011,"L",178,3.11458
2011,"L",179,3.14862
2011,"L",180,2.11468
2011,"L",181,2.27637
2011,"L",182,1.81684
2011,"L",183,1.89768
2011,"L",184,1.77003
2011,"L",185,1.75727
2011,"L",186,1.97001
2011,"L",187,1.66366
2011,"L",188,2.45082
2011,"L",189,1.59558
2011,"L",190,2.94864
2011,"L",191,2.68484
2011,"L",192,2.49337
2011,"L",193,2.43805
2011,"L",194,2.3487
2011,"L",195,2.81674
2011,"L",196,1.88066
2011,"L",197,1.95299
2011,"L",198,2.03809
2011,"L",199,2.36997
2011,"L",200,2.06362
2011,"L",201,1.33107
2011,"L",202,2.00831
2011,"L",203,1.94448
2011,"L",204,2.96566
2011,"L",205,2.23807
2011,"L",206,3.16564
2011,"L",207,2.09341
2011,"L",208,3.48901
2011,"L",209,2.50188
2011,"L",210,2.40401
2011,"L",211,1.81684
2011,"L",212,2.33593
2011,"L",213,3.37413
2011,"L",214,4.36552
2011,"L",215,2.83376
2011,"L",216,2.70611
2011,"L",217,2.93162
2011,"L",218,1.96576
2011,"L",219,3.24223
2011,"L",220,2.94864
2011,"L",221,5.23351
2011,"L",222,4.00385
2011,"L",223,3.4805
2011,"L",224,4.59528
2011,"L",225,3.48476
2011,"L",226,4.33148
2011,"L",227,3.68048
2011,"L",228,3.34434
2011,"L",229,3.4805
2011,"L",230,3.76558
2011,"L",231,4.45487
2011,"L",232,5.03779
2011,"L",233,5.0463
2011,"L",234,5.21224
2011,"L",235,5.46753
2011,"L",236,4.46338
2011,"L",237,3.98258
2011,"L",238,4.57826
2011,"L",239,3.39966
2011,"L",240,2.46784
2011,"L",241,2.42529
2011,"L",242,2.88907
2011,"L",243,3.59113
2011,"L",244,3.09331
2011,"L",245,3.54007
2011,"L",246,3.51879
2013,"L",137,NA
2013,"L",138,NA
2013,"L",139,NA
2013,"L",140,NA
2013,"L",141,NA
2013,"L",142,NA
2013,"L",143,NA
2013,"L",144,3.745475445
2013,"L",145,NA
2013,"L",146,NA
2013,"L",147,1.751687982
2013,"L",148,2.141552024
2013,"L",149,11.98771606
2013,"L",150,1.946677454
2013,"L",151,1.208716414
2013,"L",152,1.510794978
2013,"L",153,6.319233067
2013,"L",154,1.810977651
2013,"L",155,2.302472918
2013,"L",156,3.405881228
2013,"L",157,3.096563809
2013,"L",158,3.105238945
2013,"L",159,1.801555649
2013,"L",160,3.330217959
2013,"L",161,2.457935944
2013,"L",162,1.77403651
2013,"L",163,2.163613296
2013,"L",164,2.03572686
2013,"L",165,1.618918191
2013,"L",166,2.953912407
2013,"L",167,2.158385235
2013,"L",168,2.662404869
2013,"L",169,1.942081356
2013,"L",170,2.033658616
2013,"L",171,1.586688052
2013,"L",172,2.871125186
2013,"L",173,2.449375711
2013,"L",174,1.73244182
2013,"L",175,1.787652452
2013,"L",176,2.285122646
2013,"L",177,1.260020362
2013,"L",178,1.630982949
2013,"L",179,2.282077731
2013,"L",180,2.354753536
2013,"L",181,1.67682903
2013,"L",182,1.717274696
2013,"L",183,2.35211078
2013,"L",184,1.753095537
2013,"L",185,1.716929988
2013,"L",186,2.476205435
2013,"L",187,2.03480764
2013,"L",188,2.29649799
2013,"L",189,2.363083965
2013,"L",190,2.986717059
2013,"L",191,2.938860185
2013,"L",192,1.909391607
2013,"L",193,1.710035841
2013,"L",194,1.446219796
2013,"L",195,2.195268924
2013,"L",196,1.72169844
2013,"L",197,1.453286297
2013,"L",198,1.673152152
2013,"L",199,2.182055141
2013,"L",200,2.704516621
2013,"L",201,2.798162124
2013,"L",202,2.690038911
2013,"L",203,2.726175734
2013,"L",204,3.62046157
2013,"L",205,2.389281725
2013,"L",206,2.540263556
2013,"L",207,3.432366245
2013,"L",208,3.834122692
2013,"L",209,4.076854135
2013,"L",210,3.046523789
2013,"L",211,4.056458949
2013,"L",212,4.185724215
2013,"L",213,1.96046575
2013,"L",214,2.567840146
2013,"L",215,1.913585546
2013,"L",216,1.54831063
2013,"L",217,3.287014635
2013,"L",218,3.329183837
2013,"L",219,4.72668499
2013,"L",220,2.302875076
